loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,day_before_loan,sum_monthly_payment_amount,sum_monthly_payment_amount_in,sum_monthly_payment_amount_out,sum_monthly_payment_out_household,sum_monthly_payment_out_insurrance,sum_monthly_payment_in_interest_credited,sum_monthly_payment_out_payment_for_statement,sum_monthly_payment_out_sanction_interest_neg_bal,count_out_sanction_interest_neg_bal,count_monthly_payment_trans,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount,count_other_trans,sum_other_amount_in,sum_other_amount_out,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
5304,1718,1998-08-20,172272,24,7178.0,C,71,monthly,331.0,987015,529789.0,457226.0,86736.0,0.0,2353.0,90.0,0.0,0,55,56671.0,14456.0,0.0,15.0,276.0,897836,33,527436.0,370400.0,72564,M,56,56.0,1,0,0,0,161227,0.6970000000000001,8678,102,5.735,4787.5
5310,1762,1995-04-28,248148,36,6893.0,A,28,monthly,503.0,654408,347756.0,306652.0,9383.0,21692.0,2520.0,165.0,0.0,0,120,16252.0,853.0,1972.0,15.0,148.0,620648,72,345236.0,275412.0,41109,F,59,59.0,1,0,0,0,72541,0.369,8594,112,1.805,1552.5
5311,1766,1996-06-15,30060,60,501.0,C,28,monthly,651.0,903777,476147.0,427630.0,74001.0,833.0,3655.0,255.0,0.0,0,186,24150.0,4353.0,49.0,15.0,143.0,825033,114,472492.0,352541.0,48523,M,48,48.0,1,1,0,0,72541,0.369,8594,112,1.805,1552.5
5312,1772,1996-03-13,202788,36,5633.0,C,31,weekly,387.0,1275157,678391.0,596766.0,107946.0,0.0,2506.0,240.0,0.0,0,79,41818.0,23988.0,0.0,30.0,212.0,1164465,50,675885.0,488580.0,81624,F,46,46.0,1,0,0,0,51313,0.5920000000000001,8930,108,3.85,1390.0
5313,1776,1998-05-27,43200,24,1800.0,C,36,monthly,304.0,262067,149842.0,112225.0,28550.0,0.0,1217.0,75.0,0.0,0,54,12325.0,5710.0,0.0,15.0,165.0,232225,35,148625.0,83600.0,37619,F,50,50.0,1,0,0,0,159617,0.852,9198,131,3.79,5964.0
5314,1787,1993-07-05,96396,12,8033.0,B,30,weekly,105.0,20100,20100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,20100,4,20100.0,0.0,20100,F,52,52.0,1,0,0,0,94812,0.818,9650,100,3.485,2894.5
5316,1801,1993-07-11,165960,36,4610.0,A,46,monthly,148.0,407580,229894.0,177686.0,8334.0,2868.0,843.0,45.0,0.0,0,37,15257.0,4167.0,956.0,15.0,128.0,395490,24,229051.0,166439.0,52209,M,31,31.0,1,0,0,0,112709,0.735,8369,117,2.005,2736.0
5318,1808,1998-09-30,385584,48,8033.0,C,28,monthly,502.0,944474,481290.0,463184.0,0.0,0.0,3192.0,120.0,0.0,0,78,40458.0,0.0,0.0,15.0,360.0,941162,58,478098.0,463064.0,18109,M,25,22.5,2,0,0,0,72541,0.369,8594,112,1.805,1552.5
5319,1811,1994-06-23,239460,60,3991.0,C,40,monthly,274.0,445728,240984.0,204744.0,16824.0,0.0,1233.0,60.0,0.0,0,46,37266.0,4206.0,0.0,15.0,128.0,427611,30,239751.0,187860.0,36241,F,57,57.0,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
5320,1819,1998-01-11,143676,36,3991.0,C,55,weekly,447.0,426087,221282.0,204805.0,6762.0,57771.0,2211.0,210.0,0.0,0,72,10485.0,966.0,8253.0,30.0,65.0,359133,37,219071.0,140062.0,16474,M,47,47.0,1,0,0,0,157042,0.33899999999999997,8743,111,2.115,3776.5
5325,1843,1993-08-03,105804,36,2939.0,A,12,monthly,185.0,206328,120310.0,86018.0,13988.0,0.0,802.0,30.0,0.0,0,25,22809.0,6994.0,0.0,15.0,178.0,191508,16,119508.0,72000.0,34307,F,59,59.0,1,1,0,0,107870,0.58,8754,137,4.055,3836.0
5329,1862,1996-10-16,396120,60,6602.0,C,19,weekly,550.0,1464721,776666.0,688055.0,0.0,0.0,3771.0,390.0,0.0,0,95,30251.0,0.0,0.0,30.0,304.0,1460560,65,772895.0,687665.0,88610,F,49,49.0,1,1,0,0,51428,0.527,8402,120,3.54,1049.0
5332,1869,1998-01-29,37944,36,1054.0,C,1,monthly,594.0,948131,510521.0,437610.0,0.0,0.0,4409.0,210.0,0.0,0,107,48515.0,0.0,0.0,15.0,391.0,943512,75,506112.0,437400.0,72915,F,33,33.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
5334,1876,1998-09-10,209040,24,8710.0,C,1,monthly,355.0,454361,255932.0,198429.0,16303.0,0.0,1910.0,105.0,0.0,0,66,10767.0,2329.0,0.0,15.0,176.0,436043,41,254022.0,182021.0,57504,M,20,20.0,1,0,0,1,1204953,1.0,12541,167,0.315,92392.0
5337,1886,1996-07-31,162468,36,4513.0,C,32,monthly,148.0,226239,150439.0,75800.0,0.0,0.0,821.0,0.0,0.0,0,15,36300.0,0.0,0.0,0.0,317.0,225418,11,149618.0,75800.0,74639,F,42,43.5,2,0,0,0,105058,0.81,9272,118,3.01,4422.5
5338,1888,1997-08-30,57360,12,4780.0,B,6,monthly,313.0,625246,320131.0,305115.0,3060.0,19614.0,2591.0,75.0,2.0,1,75,25269.0,510.0,3269.0,15.0,109.0,599904,39,317540.0,282364.0,15016,M,42,42.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
5343,1906,1997-10-08,44952,24,1873.0,C,1,monthly,433.0,848977,450347.0,398630.0,66195.0,0.0,2731.0,135.0,0.0,0,89,18428.0,7355.0,0.0,15.0,252.0,779916,57,447616.0,332300.0,51733,M,29,29.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5346,1928,1998-12-06,55632,24,2318.0,C,70,monthly,644.0,688597,363520.0,325077.0,0.0,0.0,2556.0,255.0,0.0,0,114,12115.0,0.0,0.0,15.0,167.0,685786,76,360964.0,324822.0,38464,M,51,51.0,1,0,0,0,285387,0.899,10177,81,7.175,9993.0
5350,1967,1996-04-21,249312,48,5194.0,C,26,weekly,433.0,599756,327592.0,272164.0,84984.0,0.0,2126.0,180.0,0.0,0,60,19494.0,14164.0,0.0,30.0,50.0,512466,35,325466.0,187000.0,55427,M,44,44.0,1,0,0,0,170449,1.0,10787,131,2.8449999999999998,6151.0
5351,1978,1994-12-04,205200,36,5700.0,A,57,weekly,541.0,1192501,623543.0,568958.0,91013.0,4628.0,4107.0,390.0,0.0,0,129,45087.0,7001.0,356.0,30.0,282.0,1092363,73,619436.0,472927.0,54586,F,36,36.0,1,0,0,0,161954,0.48,8720,116,4.1,3690.0
5352,1993,1995-04-15,68400,12,5700.0,B,68,monthly,167.0,101547,62747.0,38800.0,0.0,0.0,671.0,0.0,0.0,0,14,3900.0,0.0,0.0,0.0,148.0,100876,9,62076.0,38800.0,23946,F,23,23.0,1,0,0,0,228848,0.5720000000000001,9893,96,4.359999999999999,5755.0
5354,2000,1998-07-14,290820,60,4847.0,C,5,monthly,342.0,457770,255579.0,202191.0,26544.0,98.0,2029.0,105.0,0.0,0,84,13935.0,3318.0,14.0,15.0,178.0,428994,51,253550.0,175444.0,53389,M,62,62.0,1,1,0,0,95616,0.514,9307,118,4.115,2828.0
5358,2018,1997-01-21,38520,12,3210.0,A,42,monthly,597.0,270559,142274.0,128285.0,49840.0,0.0,1566.0,225.0,0.0,0,114,11690.0,3115.0,0.0,15.0,74.0,218928,64,140708.0,78220.0,16514,M,60,60.0,1,0,0,0,95907,0.591,8388,87,2.67,1663.0
5360,2035,1998-01-25,176328,36,4898.0,C,53,monthly,625.0,1273013,654716.0,618297.0,134464.0,1936.0,3456.0,225.0,0.0,0,171,59150.0,8404.0,121.0,15.0,287.0,1132932,105,651260.0,481672.0,36423,M,56,56.5,2,0,0,0,107911,0.509,8240,99,3.0300000000000002,1876.5
5363,2051,1997-04-22,293880,60,4898.0,D,64,weekly,531.0,1015989,507893.0,508096.0,0.0,0.0,3074.0,330.0,19.0,1,90,49.0,0.0,0.0,30.0,7.0,1012566,64,504819.0,507747.0,-205,F,24,24.0,1,0,1,0,197099,0.747,9624,145,1.955,4374.5
5365,2055,1998-07-19,271260,60,4521.0,C,37,monthly,458.0,346920,179250.0,167670.0,68440.0,0.0,946.0,150.0,0.0,0,73,16959.0,6844.0,0.0,15.0,65.0,277384,39,178304.0,99080.0,11585,M,28,28.0,1,0,0,0,114006,0.623,9065,123,4.895,4156.5
5366,2062,1996-10-29,86184,12,7182.0,A,70,monthly,237.0,697496,368578.0,328918.0,321.0,0.0,1971.0,45.0,0.0,0,42,61444.0,107.0,0.0,15.0,214.0,695159,29,366607.0,328552.0,39661,F,59,59.0,1,1,0,0,285387,0.899,10177,81,7.175,9993.0
5367,2064,1997-08-26,83628,36,2323.0,C,54,monthly,239.0,219606,125710.0,93896.0,0.0,0.0,754.0,45.0,0.0,0,34,17115.0,0.0,0.0,15.0,91.0,218807,24,124956.0,93851.0,31815,F,22,22.0,1,0,0,0,387570,1.0,9897,140,1.78,18708.5
5368,2073,1998-10-05,44640,24,1860.0,C,59,monthly,417.0,452394,245819.0,206575.0,0.0,0.0,2068.0,135.0,0.0,0,67,14715.0,0.0,0.0,15.0,160.0,450191,45,243751.0,206440.0,39261,M,42,42.0,1,0,0,0,108871,0.621,8444,106,3.335,2450.0
5369,2080,1997-09-12,214596,36,5961.0,C,74,monthly,138.0,458515,272515.0,186000.0,0.0,0.0,893.0,0.0,0.0,0,17,7100.0,0.0,0.0,0.0,188.0,457622,13,271622.0,186000.0,86514,M,62,62.0,2,1,0,0,323870,1.0,10673,100,5.07,18564.5
5375,2106,1996-10-03,101520,12,8460.0,A,1,monthly,245.0,204064,110392.0,93672.0,13872.0,0.0,885.0,60.0,0.0,0,38,14483.0,3468.0,0.0,15.0,78.0,189247,22,109507.0,79740.0,16735,F,23,23.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5377,2116,1997-08-04,92400,12,7700.0,A,70,monthly,459.0,956103,501294.0,454809.0,14377.0,0.0,2534.0,180.0,0.0,0,104,16729.0,1307.0,0.0,15.0,144.0,939012,66,498760.0,440252.0,46504,F,25,25.0,1,1,0,0,285387,0.899,10177,81,7.175,9993.0
5382,2134,1997-03-17,22932,36,637.0,C,52,monthly,223.0,184651,115370.0,69281.0,12472.0,0.0,1119.0,45.0,0.0,0,41,14774.0,3118.0,0.0,15.0,198.0,171015,27,114251.0,56764.0,49208,F,46,46.0,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5384,2142,1998-03-07,23328,12,1944.0,C,42,monthly,187.0,215059,121433.0,93626.0,19536.0,0.0,898.0,30.0,0.0,0,27,29651.0,19536.0,0.0,15.0,186.0,194595,17,120535.0,74060.0,27808,F,35,37.0,2,0,0,0,95907,0.591,8388,87,2.67,1663.0
5385,2143,1996-09-09,71460,36,1985.0,C,1,monthly,240.0,314122,181885.0,132237.0,21792.0,0.0,1540.0,45.0,0.0,0,31,28579.0,7264.0,0.0,15.0,233.0,290745,18,180345.0,110400.0,49664,F,19,20.5,2,0,0,1,1204953,1.0,12541,167,0.315,92392.0
5388,2153,1996-11-28,61560,12,5130.0,A,31,weekly,326.0,691498,355775.0,335723.0,12159.0,13338.0,1639.0,180.0,0.0,0,71,21193.0,1737.0,2223.0,30.0,79.0,664182,42,354136.0,310046.0,20051,M,56,56.0,1,1,0,0,51313,0.5920000000000001,8930,108,3.85,1390.0
5389,2165,1997-08-22,78600,24,3275.0,C,51,monthly,136.0,154659,110859.0,43800.0,0.0,0.0,689.0,0.0,0.0,0,14,18600.0,0.0,0.0,0.0,271.0,153970,10,110170.0,43800.0,67059,M,43,43.0,1,0,0,0,121947,0.705,8541,131,2.7350000000000003,3667.5
5390,2167,1994-10-30,170256,24,7094.0,A,16,monthly,448.0,699891,371596.0,328295.0,59220.0,0.0,2176.0,135.0,0.0,0,77,21157.0,5922.0,0.0,15.0,189.0,638360,45,369420.0,268940.0,43303,F,34,34.0,1,1,0,0,93931,0.569,8427,107,1.32,1893.5
5395,2176,1994-07-30,299088,36,8308.0,B,67,monthly,419.0,1606074,812759.0,793315.0,13020.0,0.0,2462.0,165.0,0.0,0,126,6235.0,1085.0,0.0,15.0,117.0,1590427,90,810297.0,780130.0,19449,F,33,33.0,1,0,0,0,106054,0.631,8110,109,6.125,3161.5
5398,2187,1997-11-04,53472,12,4456.0,A,9,weekly,617.0,1953203,1008745.0,944458.0,0.0,0.0,4828.0,540.0,0.0,0,134,44730.0,0.0,0.0,30.0,366.0,1947835,96,1003917.0,943918.0,64314,M,59,62.0,2,0,0,0,81344,0.5529999999999999,8899,149,3.635,2737.0
5409,2218,1995-11-18,182040,60,3034.0,C,19,monthly,362.0,1034851,536798.0,498053.0,0.0,0.0,2704.0,105.0,0.0,0,59,75415.0,0.0,0.0,15.0,282.0,1032042,41,534094.0,497948.0,38748,F,48,49.0,2,1,0,0,51428,0.527,8402,120,3.54,1049.0
5413,2227,1995-12-12,92976,24,3874.0,A,31,weekly,569.0,1312300,666915.0,645385.0,147246.0,0.0,3087.0,330.0,0.0,0,109,51781.0,26772.0,0.0,30.0,220.0,1161637,71,663828.0,497809.0,21532,F,29,25.5,2,1,0,0,51313,0.5920000000000001,8930,108,3.85,1390.0
5414,2228,1995-03-29,185952,48,3874.0,C,34,monthly,375.0,417637,250012.0,167625.0,4625.0,0.0,2136.0,0.0,0.0,0,34,98025.0,4625.0,0.0,0.0,193.0,410876,23,247876.0,163000.0,82385,M,54,54.0,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
5415,2236,1996-09-26,139464,36,3874.0,D,73,monthly,396.0,252062,146862.0,105200.0,0.0,0.0,1548.0,0.0,0.0,0,31,23400.0,0.0,0.0,0.0,166.0,250514,19,145314.0,105200.0,41663,M,41,41.0,1,0,0,0,182027,0.564,8746,90,3.52,4394.0
5418,2245,1995-01-16,347952,48,7249.0,C,29,monthly,657.0,1612978,835260.0,777718.0,0.0,0.0,4171.0,210.0,0.0,0,120,27415.0,0.0,0.0,15.0,229.0,1608597,87,831089.0,777508.0,57546,F,35,35.0,1,0,0,0,45714,0.556,8843,113,3.2,853.0
5419,2246,1997-02-05,415800,60,6930.0,C,1,monthly,286.0,460630,237055.0,223575.0,0.0,0.0,1426.0,75.0,0.0,0,37,5315.0,0.0,0.0,15.0,60.0,459129,24,235629.0,223500.0,13495,F,50,50.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5420,2247,1997-02-24,72504,24,3021.0,C,24,monthly,317.0,741416,379259.0,362157.0,5328.0,5931.0,1489.0,135.0,0.0,0,99,6561.0,592.0,659.0,15.0,91.0,728533,62,377770.0,350763.0,17104,F,49,49.0,1,0,0,0,122603,0.8,8991,128,1.6549999999999998,5235.5
5428,2262,1998-12-02,230220,36,6395.0,C,13,monthly,662.0,2389992,1218720.0,1171272.0,0.0,0.0,5192.0,300.0,0.0,0,153,63189.0,0.0,0.0,15.0,275.0,2384500,111,1213528.0,1170972.0,94172,M,49,49.0,1,1,0,0,53921,0.413,8598,123,2.98,1736.0
5429,2268,1996-07-18,20196,36,561.0,C,1,monthly,523.0,816132,440906.0,375226.0,74646.0,0.0,3255.0,180.0,0.0,0,96,24757.0,5742.0,0.0,15.0,278.0,738051,55,437651.0,300400.0,65685,M,28,28.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5435,2279,1998-06-01,314688,48,6556.0,C,2,weekly,579.0,1588710,815927.0,772783.0,0.0,0.0,4198.0,450.0,0.0,0,107,47543.0,0.0,0.0,30.0,244.0,1584062,73,811729.0,772333.0,43171,M,25,25.0,1,1,0,0,88884,0.467,8507,132,1.725,2416.5
5445,2322,1996-06-29,46320,24,1930.0,A,33,monthly,544.0,1435446,729496.0,705950.0,53744.0,16304.0,2856.0,240.0,0.0,0,178,23947.0,3359.0,1019.0,15.0,68.0,1362302,113,726640.0,635662.0,23553,M,20,20.0,1,0,0,0,133777,0.847,8705,116,6.655,4754.5
5446,2334,1997-08-04,48312,24,2013.0,C,50,monthly,503.0,532508,286844.0,245664.0,128484.0,0.0,1979.0,180.0,0.0,0,94,12722.0,10707.0,0.0,15.0,173.0,401865,54,284865.0,117000.0,41197,M,41,41.0,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
5447,2335,1997-11-12,541200,60,9020.0,D,70,monthly,587.0,618737,312547.0,306190.0,30540.0,7275.0,2619.0,225.0,355.0,10,174,13161.0,2036.0,485.0,15.0,8.0,577723,85,309928.0,267795.0,6361,F,53,53.0,1,0,0,0,285387,0.899,10177,81,7.175,9993.0
5449,2343,1995-11-04,99336,24,4139.0,A,68,monthly,330.0,226118,128470.0,97648.0,28338.0,0.0,1108.0,90.0,0.0,0,52,7838.0,4723.0,0.0,15.0,130.0,196582,30,127362.0,69220.0,30839,F,19,19.0,1,0,0,0,228848,0.5720000000000001,9893,96,4.359999999999999,5755.0
5450,2345,1994-12-11,199680,60,3328.0,C,5,monthly,412.0,544164,282042.0,262122.0,32508.0,0.0,1675.0,135.0,0.0,0,74,30727.0,3612.0,0.0,15.0,137.0,509846,43,280367.0,229479.0,19939,M,50,50.0,1,0,0,0,95616,0.514,9307,118,4.115,2828.0
5451,2350,1997-05-11,159744,48,3328.0,C,18,monthly,280.0,394284,223941.0,170343.0,1150.0,0.0,1271.0,30.0,0.0,0,28,30853.0,575.0,0.0,15.0,310.0,391833,19,222670.0,169163.0,53598,F,26,26.0,1,1,0,0,70699,0.653,8968,131,3.075,1825.0
5452,2352,1996-04-29,49440,60,824.0,C,70,monthly,464.0,610248,327633.0,282615.0,61391.0,40.0,2401.0,150.0,0.0,0,110,14334.0,5581.0,4.0,15.0,163.0,546266,65,325232.0,221034.0,45022,F,33,33.0,1,0,0,0,285387,0.899,10177,81,7.175,9993.0
5453,2361,1995-04-01,156672,36,4352.0,A,28,monthly,400.0,248506,135887.0,112619.0,36904.0,0.0,1207.0,135.0,0.0,0,75,9128.0,4613.0,0.0,15.0,80.0,210260,45,134680.0,75580.0,23286,F,43,43.0,1,0,0,0,72541,0.369,8594,112,1.805,1552.5
5463,2413,1998-10-06,17952,12,1496.0,C,33,monthly,344.0,365262,198161.0,167101.0,45136.0,0.0,1208.0,105.0,0.0,0,58,13663.0,6448.0,0.0,15.0,136.0,318813,33,196953.0,121860.0,31076,F,45,45.0,1,0,0,0,133777,0.847,8705,116,6.655,4754.5
5464,2419,1995-01-30,95808,12,7984.0,A,24,monthly,429.0,1445289,758894.0,686395.0,0.0,0.0,2945.0,150.0,0.0,0,90,50515.0,0.0,0.0,15.0,193.0,1442194,67,755949.0,686245.0,72500,M,59,59.0,1,0,0,0,122603,0.8,8991,128,1.6549999999999998,5235.5
5469,2445,1997-12-26,293160,60,4886.0,C,52,monthly,537.0,1176357,595596.0,580761.0,0.0,0.0,3361.0,210.0,0.0,0,97,10015.0,0.0,0.0,15.0,88.0,1172786,67,592235.0,580551.0,14841,F,21,21.0,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5470,2456,1996-04-15,200976,48,4187.0,C,65,monthly,219.0,386153,216792.0,169361.0,28662.0,0.0,1538.0,45.0,0.0,0,35,23769.0,9554.0,0.0,15.0,195.0,355908,22,215254.0,140654.0,47431,M,44,44.0,1,0,0,0,114200,0.43700000000000006,8403,105,5.71,2437.5
5479,2486,1994-01-10,24516,12,2043.0,A,1,monthly,317.0,1182719,630687.0,552032.0,0.0,0.0,1773.0,120.0,0.0,0,73,75057.0,0.0,0.0,15.0,290.0,1180826,55,628914.0,551912.0,78671,M,41,41.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5482,2496,1996-01-12,165120,60,2752.0,C,51,monthly,601.0,373210,197975.0,175235.0,74730.0,0.0,1840.0,225.0,0.0,0,116,9177.0,4982.0,0.0,15.0,83.0,296415,67,196135.0,100280.0,23825,F,49,47.5,2,0,0,0,121947,0.705,8541,131,2.7350000000000003,3667.5
5486,2516,1997-06-13,466608,48,9721.0,C,6,monthly,575.0,667472,364122.0,303350.0,0.0,0.0,2574.0,210.0,0.0,0,102,29415.0,0.0,0.0,15.0,232.0,664688,70,361548.0,303140.0,60776,F,53,53.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
5491,2545,1998-02-13,428784,48,8933.0,C,1,monthly,436.0,418986,213845.0,205141.0,29007.0,7843.0,1335.0,150.0,0.0,0,110,21736.0,2637.0,713.0,15.0,63.0,380651,64,212510.0,168141.0,8707,M,63,62.5,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5494,2572,1996-06-13,360000,48,7500.0,C,64,after_transaction,578.0,2026051,1045410.0,980641.0,0.0,0.0,7313.0,1400.0,8.0,6,136,88800.0,0.0,0.0,100.0,590.0,2017330,80,1038097.0,979233.0,64765,F,26,26.0,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
5495,2580,1996-08-02,89340,60,1489.0,C,60,monthly,267.0,205150,123335.0,81815.0,25080.0,0.0,1415.0,75.0,0.0,0,44,19411.0,5016.0,0.0,15.0,210.0,178580,25,121920.0,56660.0,41537,F,28,28.0,2,0,0,0,110643,0.519,8441,115,3.9400000000000004,2065.5
5501,2622,1998-05-21,136344,24,5681.0,C,1,monthly,638.0,648442,344143.0,304299.0,120139.0,0.0,2519.0,240.0,0.0,0,130,20882.0,7067.0,0.0,15.0,167.0,525544,77,341624.0,183920.0,39848,F,35,36.0,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5519,2694,1994-03-08,91632,12,7636.0,A,7,monthly,365.0,441290,237174.0,204116.0,28256.0,0.0,2068.0,120.0,0.0,0,70,17647.0,3532.0,0.0,15.0,166.0,410846,42,235106.0,175740.0,33062,F,37,37.5,2,0,0,0,94725,0.634,9920,130,2.535,4567.5
5520,2699,1998-08-30,231168,48,4816.0,C,73,monthly,613.0,1894381,969890.0,924491.0,56145.0,0.0,4263.0,225.0,0.0,0,144,64920.0,3743.0,0.0,15.0,291.0,1833748,95,965627.0,868121.0,45405,F,21,21.0,1,0,0,1,182027,0.564,8746,90,3.52,4394.0
5523,2705,1993-12-08,93888,36,2608.0,A,63,after_transaction,156.0,135316,85016.0,50300.0,0.0,0.0,771.0,100.0,0.0,0,19,15700.0,0.0,0.0,100.0,189.0,134445,13,84245.0,50200.0,34716,F,49,49.0,1,0,0,0,86513,0.505,8288,110,4.109999999999999,1511.0
5525,2720,1998-04-27,93888,36,2608.0,C,2,weekly,315.0,1312290,693725.0,618565.0,55854.0,0.0,2348.0,240.0,0.0,0,91,12955.0,6206.0,0.0,30.0,144.0,1253848,64,691377.0,562471.0,75159,M,63,59.5,2,0,0,0,88884,0.467,8507,132,1.725,2416.5
5526,2725,1998-11-08,69624,36,1934.0,C,52,monthly,585.0,805059,427455.0,377604.0,47955.0,6454.0,3830.0,225.0,0.0,0,145,15239.0,3197.0,461.0,15.0,222.0,746595,82,423625.0,322970.0,49870,M,52,52.0,1,1,0,0,139012,0.619,8363,108,2.995,2681.5
5527,2728,1998-06-15,156420,60,2607.0,C,52,weekly,344.0,667833,344937.0,322896.0,78554.0,0.0,2487.0,210.0,0.0,0,63,18026.0,11222.0,0.0,30.0,169.0,586582,38,342450.0,244132.0,22040,M,42,42.0,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5531,2753,1997-09-30,66432,24,2768.0,C,26,monthly,595.0,894030,455885.0,438145.0,103035.0,0.0,2153.0,210.0,0.0,0,107,21384.0,6869.0,0.0,15.0,82.0,788632,60,453732.0,334900.0,17745,F,28,32.0,2,0,0,0,170449,1.0,10787,131,2.8449999999999998,6151.0
5532,2754,1997-05-04,335280,48,6985.0,C,57,weekly,464.0,1317741,673796.0,643945.0,28820.0,0.0,2704.0,330.0,0.0,0,97,36938.0,2882.0,0.0,30.0,155.0,1285887,61,671092.0,614795.0,29881,F,47,47.0,1,0,0,0,161954,0.48,8720,116,4.1,3690.0
5533,2762,1994-07-05,111384,24,4641.0,A,19,monthly,472.0,2055812,1054064.0,1001748.0,96488.0,0.0,3891.0,210.0,0.0,0,152,73240.0,6892.0,0.0,15.0,197.0,1955223,108,1050173.0,905050.0,52319,M,32,32.0,1,0,0,0,51428,0.527,8402,120,3.54,1049.0
5549,2824,1994-07-16,50460,60,841.0,C,11,monthly,269.0,274901,158216.0,116685.0,36445.0,0.0,1065.0,60.0,0.0,0,43,12604.0,7289.0,0.0,15.0,153.0,237331,26,157151.0,80180.0,41531,F,52,52.0,1,0,1,0,75637,0.365,9622,154,0.495,3502.0
5556,2872,1997-05-19,268320,60,4472.0,C,1,monthly,257.0,241602,127127.0,114475.0,20200.0,0.0,911.0,60.0,0.0,0,52,16614.0,4040.0,0.0,15.0,76.0,220431,35,126216.0,94215.0,12653,F,47,47.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5561,2910,1998-08-29,437460,60,7291.0,C,68,monthly,312.0,933704,483859.0,449845.0,33890.0,0.0,1731.0,75.0,0.0,0,53,45749.0,6778.0,0.0,15.0,189.0,898008,34,482128.0,415880.0,34015,F,46,46.0,1,1,0,0,228848,0.5720000000000001,9893,96,4.359999999999999,5755.0
5563,2912,1996-02-29,380160,60,6336.0,C,74,monthly,579.0,1731799,878173.0,853626.0,0.0,0.0,3893.0,195.0,0.0,0,109,10756.0,0.0,0.0,15.0,155.0,1727711,81,874280.0,853431.0,24550,M,50,50.0,1,1,0,0,323870,1.0,10673,100,5.07,18564.5
5568,2933,1994-05-17,272520,60,4542.0,C,10,monthly,333.0,905385,467696.0,437689.0,59070.0,0.0,1721.0,135.0,0.0,0,84,35350.0,5907.0,0.0,15.0,174.0,844459,54,465975.0,378484.0,30010,M,60,59.0,2,0,0,0,92084,0.467,10124,141,0.52,4063.0
5569,2936,1998-01-20,504000,60,8400.0,C,3,monthly,664.0,516332,271151.0,245181.0,76446.0,0.0,1649.0,255.0,0.0,0,124,26982.0,4247.0,0.0,15.0,115.0,437982,68,269502.0,168480.0,25977,M,28,28.0,1,0,0,0,75232,0.41700000000000004,8980,111,2.0549999999999997,2818.5
5576,2962,1994-12-21,31248,12,2604.0,A,1,monthly,570.0,1661460,857689.0,803771.0,0.0,0.0,4430.0,180.0,0.0,0,120,28814.0,0.0,0.0,15.0,222.0,1656850,90,853259.0,803591.0,53922,F,60,60.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5582,2982,1998-04-17,41256,12,3438.0,C,19,monthly,682.0,2382810,1231353.0,1151457.0,154717.0,4294.0,6453.0,270.0,0.0,0,215,28120.0,8143.0,226.0,15.0,217.0,2217076,137,1224900.0,992176.0,80067,M,61,60.0,2,0,1,0,51428,0.527,8402,120,3.54,1049.0
5584,2986,1997-12-06,24792,24,1033.0,C,63,monthly,606.0,969886,519535.0,450351.0,52816.0,0.0,3595.0,225.0,0.0,0,135,26907.0,6602.0,0.0,15.0,231.0,913250,85,515940.0,397310.0,69189,M,41,41.0,1,1,0,0,86513,0.505,8288,110,4.109999999999999,1511.0
5585,2988,1998-07-08,88608,12,7384.0,C,66,after_transaction,632.0,1587904,808370.0,779534.0,0.0,0.0,3446.0,1800.0,0.0,0,134,10400.0,0.0,0.0,100.0,62.0,1582658,95,804924.0,777734.0,28834,M,52,48.0,2,0,0,0,125832,0.483,8512,102,3.81,2175.0
