loan_amount,loan_duration,loan_payments,loan_status,acc_frequency,day_before_loan,sum_monthly_payment_amount,sum_monthly_payment_amount_in,sum_monthly_payment_amount_out,sum_monthly_payment_out_household,sum_monthly_payment_out_insurrance,sum_monthly_payment_in_interest_credited,sum_monthly_payment_out_payment_for_statement,sum_monthly_payment_out_sanction_interest_neg_bal,count_out_sanction_interest_neg_bal,count_monthly_payment_trans,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount,count_other_trans,sum_other_amount_in,sum_other_amount_out,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
380160,60,6336.0,C,monthly,579.0,2991.0172711571677,1516.7063903281519,1474.3108808290156,0.0,0.0,6.723661485319516,0.33678756476683935,0.0,0.0,0.18825561312607944,10756.0,0.0,0.0,15.0,155.0,2983.9568221070813,81,1509.9827288428326,1473.9740932642487,24550,M,50,50.0,1,1,0,0,323870,1.0,10673,100,5.07,18564.5
272520,60,4542.0,C,monthly,333.0,2718.873873873874,1404.4924924924926,1314.3813813813813,177.38738738738738,0.0,5.168168168168168,0.40540540540540543,0.0,0.0,0.25225225225225223,35350.0,5907.0,0.0,15.0,174.0,2535.912912912913,54,1399.3243243243244,1136.5885885885887,30010,M,60,59.0,2,0,0,0,92084,0.467,10124,141,0.52,4063.0
504000,60,8400.0,C,monthly,664.0,777.6084337349398,408.35993975903614,369.2484939759036,115.12951807228916,0.0,2.483433734939759,0.38403614457831325,0.0,0.0,0.18674698795180722,26982.0,4247.0,0.0,15.0,115.0,659.6114457831326,68,405.8765060240964,253.73493975903614,25977,M,28,28.0,1,0,0,0,75232,0.41700000000000004,8980,111,2.0549999999999997,2818.5
31248,12,2604.0,A,monthly,570.0,2914.842105263158,1504.7175438596491,1410.1245614035088,0.0,0.0,7.771929824561403,0.3157894736842105,0.0,0.0,0.21052631578947367,28814.0,0.0,0.0,15.0,222.0,2906.754385964912,90,1496.9456140350878,1409.8087719298246,53922,F,60,60.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
41256,12,3438.0,C,monthly,682.0,3493.8563049853374,1805.5029325513196,1688.3533724340175,226.85777126099705,6.296187683284457,9.461876832844574,0.39589442815249265,0.0,0.0,0.3152492668621701,28120.0,8143.0,226.0,15.0,217.0,3250.844574780059,137,1796.041055718475,1454.8035190615835,80067,M,61,60.0,2,0,1,0,51428,0.527,8402,120,3.54,1049.0
24792,24,1033.0,C,monthly,606.0,1600.4719471947194,857.3184818481848,743.1534653465346,87.15511551155116,0.0,5.932343234323432,0.3712871287128713,0.0,0.0,0.22277227722772278,26907.0,6602.0,0.0,15.0,231.0,1507.013201320132,85,851.3861386138614,655.6270627062706,69189,M,41,41.0,1,1,0,0,86513,0.505,8288,110,4.109999999999999,1511.0
88608,12,7384.0,C,after_transaction,632.0,2512.506329113924,1279.0664556962026,1233.4398734177216,0.0,0.0,5.4525316455696204,2.848101265822785,0.0,0.0,0.2120253164556962,10400.0,0.0,0.0,100.0,62.0,2504.2056962025317,95,1273.613924050633,1230.5917721518988,28834,M,52,48.0,2,0,0,0,125832,0.483,8512,102,3.81,2175.0
48744,36,1354.0,C,monthly,134.0,1190.2388059701493,829.7910447761194,360.44776119402985,0.0,0.0,5.313432835820896,0.0,0.0,0.0,0.1044776119402985,16700.0,0.0,0.0,0.0,248.0,1184.9253731343283,10,824.4776119402985,360.44776119402985,62891,F,35,35.0,1,1,0,0,148545,0.535,8909,113,4.779999999999999,3525.0
390000,48,8125.0,C,after_transaction,510.0,931.5176470588235,488.50392156862745,443.01372549019607,40.48823529411764,0.0,2.0392156862745097,0.5882352941176471,0.0,0.0,0.08627450980392157,40579.0,6883.0,0.0,100.0,161.0,888.4019607843137,33,486.4647058823529,401.9372549019608,23300,M,52,52.0,1,0,0,0,95907,0.591,8388,87,2.67,1663.0
155616,48,3242.0,C,monthly,228.0,1204.1052631578948,655.6622807017544,548.4429824561404,0.0,0.0,4.425438596491228,0.19736842105263158,0.0,0.0,0.13157894736842105,29415.0,0.0,0.0,15.0,167.0,1199.482456140351,20,651.2368421052631,548.2456140350877,24447,F,40,40.0,1,0,0,0,92084,0.467,10124,141,0.52,4063.0
277884,36,7719.0,D,monthly,693.0,1809.9321789321789,913.3419913419914,896.5901875901876,117.74891774891775,0.0,4.94949494949495,0.3246753246753247,0.0,0.0,0.16883116883116883,15.0,0.0,0.0,15.0,0.0,1686.909090909091,69,908.3924963924964,778.5165945165945,11614,F,19,19.0,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
82896,12,6908.0,A,monthly,482.0,2814.3547717842325,1457.0560165975103,1357.298755186722,221.7344398340249,0.9356846473029046,8.00207468879668,0.34232365145228216,0.0,0.0,0.26141078838174275,42309.0,9716.0,41.0,15.0,300.0,2583.3402489626556,78,1449.0539419087138,1134.286307053942,64301,M,27,25.5,2,1,0,0,110643,0.519,8441,115,3.9400000000000004,2065.5
15420,12,1285.0,A,monthly,667.0,711.3583208395802,379.56221889055473,331.7961019490255,37.083958020989506,0.0,3.2563718140929536,0.3823088455772114,0.0,0.0,0.22638680659670166,6984.0,1455.0,0.0,15.0,101.0,670.6356821589205,96,376.30584707646176,294.32983508245877,31867,F,34,34.0,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
253512,36,7042.0,D,weekly,213.0,1549.2863849765258,805.906103286385,743.3802816901408,92.95774647887323,0.0,3.615023474178404,0.28169014084507044,0.0,0.0,0.13615023474178403,18930.0,10800.0,0.0,30.0,92.0,1452.4319248826291,19,802.2910798122066,650.1408450704225,13318,F,54,54.0,1,0,0,0,108871,0.621,8444,106,3.335,2450.0
123216,48,2567.0,C,monthly,561.0,2769.0944741532976,1453.6898395721926,1315.4046345811053,28.784313725490197,0.0,7.397504456327986,0.26737967914438504,0.0,0.0,0.2281639928698752,93087.0,1468.0,0.0,15.0,304.0,2732.645276292335,89,1446.2923351158645,1286.3529411764705,77581,F,22,21.5,2,0,0,1,85852,0.598,8965,104,7.615,2737.5
321180,60,5353.0,C,monthly,233.0,2215.5965665236054,1187.5922746781116,1028.0042918454935,252.75536480686696,0.0,4.67381974248927,0.19313304721030042,0.0,0.0,0.1630901287553648,19738.0,14723.0,0.0,15.0,99.0,1957.9742489270386,24,1182.9184549356223,775.0557939914163,37184,M,63,59.0,2,0,0,0,177686,0.748,10045,135,1.555,6449.5
253560,60,4226.0,C,monthly,645.0,1730.5906976744186,893.753488372093,836.8372093023256,0.0,0.0,4.488372093023256,0.37209302325581395,0.0,0.0,0.16744186046511628,30315.0,0.0,0.0,15.0,173.0,1725.7302325581395,72,889.2651162790697,836.4651162790698,36719,F,48,48.0,1,0,0,0,119895,0.899,10446,90,8.35,4845.0
130896,24,5454.0,C,monthly,574.0,723.3728222996516,399.70383275261327,323.66898954703834,109.1219512195122,0.0,4.066202090592334,0.36585365853658536,0.0,0.0,0.19686411149825783,11789.0,4474.0,0.0,15.0,176.0,609.8188153310105,67,395.6376306620209,214.18118466898954,43648,F,45,48.0,2,0,0,0,85852,0.598,8965,104,7.615,2737.5
30012,12,2501.0,C,monthly,659.0,1444.349013657056,794.0364188163885,650.3125948406677,0.0,0.0,5.256449165402125,0.2731411229135053,0.0,0.0,0.15629742033383914,29815.0,0.0,0.0,15.0,231.0,1438.8194233687404,70,788.7799696509863,650.0394537177542,94720,M,46,46.0,1,0,0,0,78955,0.59,9060,124,2.07,1686.0
177744,48,3703.0,D,monthly,511.0,1250.6066536203523,639.2230919765167,611.3835616438356,0.0,0.0,3.5459882583170255,0.410958904109589,0.043052837573385516,0.003913894324853229,0.18590998043052837,18615.0,0.0,0.0,15.0,35.0,1246.6066536203523,64,635.6771037181996,610.9295499021526,14231,M,27,27.0,1,1,0,0,161227,0.6970000000000001,8678,102,5.735,4787.5
222180,60,3703.0,D,monthly,382.0,1811.0104712041884,983.4842931937172,827.5261780104712,0.0,0.0,7.005235602094241,0.2356020942408377,0.0,0.0,0.1544502617801047,44615.0,0.0,0.0,15.0,347.0,1803.7696335078533,41,976.479057591623,827.2905759162304,59579,M,60,60.0,1,0,0,0,45714,0.556,8843,113,3.2,853.0
39024,12,3252.0,A,monthly,530.0,2648.807547169811,1357.81320754717,1290.9943396226415,193.24528301886792,0.0,7.379245283018868,0.42452830188679247,0.0,0.0,0.25660377358490566,26369.0,6828.0,0.0,30.0,370.0,2447.758490566038,89,1350.433962264151,1097.3245283018869,35437,M,63,63.0,1,1,0,0,197099,0.747,9624,145,1.955,4374.5
77184,36,2144.0,C,monthly,573.0,1956.7574171029669,997.9633507853404,958.7940663176265,0.0,0.0,6.9179755671902265,0.2356020942408377,0.0,0.0,0.1343804537521815,2515.0,0.0,0.0,15.0,103.0,1949.6038394415357,52,991.0453752181501,958.5584642233857,22446,F,45,45.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
68124,12,5677.0,A,monthly,320.0,1397.321875,724.33125,672.990625,153.69375,0.0,3.45,0.234375,0.0,0.0,0.159375,19812.0,8197.0,0.0,15.0,69.0,1239.94375,31,720.88125,519.0625,16431,M,42,42.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
94512,12,7876.0,B,monthly,632.0,3543.0759493670885,1790.373417721519,1752.7025316455697,0.0,0.0,11.537974683544304,0.379746835443038,0.0,0.0,0.2120253164556962,58468.0,0.0,0.0,15.0,187.0,3531.1582278481014,78,1778.8354430379748,1752.3227848101267,23811,M,47,47.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
276084,36,7669.0,C,monthly,476.0,3198.5714285714284,1659.8193277310925,1538.7521008403362,74.66596638655462,1.4621848739495797,8.340336134453782,0.34663865546218486,0.0,0.0,0.29831932773109243,51299.0,3231.0,58.0,15.0,229.0,3113.7563025210084,93,1651.4789915966387,1462.2773109243697,57631,F,35,35.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
19248,12,1604.0,A,monthly,422.0,1308.7796208530806,705.8507109004739,602.9289099526067,197.25355450236967,0.0,4.18957345971564,0.31990521327014215,0.0,0.0,0.17061611374407584,23864.0,9249.0,0.0,15.0,120.0,1107.016587677725,41,701.6611374407582,405.3554502369668,43436,M,35,31.5,2,0,0,0,75232,0.41700000000000004,8980,111,2.0549999999999997,2818.5
146064,24,6086.0,C,monthly,166.0,1547.4578313253012,909.3313253012049,638.1265060240963,0.0,2.4939759036144578,4.837349397590361,0.09036144578313253,0.0,0.0,0.13253012048192772,28429.0,0.0,414.0,15.0,216.0,1540.0361445783133,15,904.4939759036145,635.5421686746988,45021,F,46,46.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
4980,12,415.0,A,monthly,242.0,747.5123966942149,420.24380165289256,327.2685950413223,6.06198347107438,25.454545454545453,4.260330578512397,0.24793388429752067,0.0,0.0,0.19008264462809918,21048.0,489.0,1540.0,15.0,113.0,711.4876033057851,27,415.9834710743802,295.504132231405,22500,F,47,47.0,1,0,0,0,86513,0.505,8288,110,4.109999999999999,1511.0
40632,12,3386.0,C,weekly,444.0,1378.936936936937,744.5743243243244,634.3626126126126,19.144144144144143,2.364864864864865,5.364864864864865,0.6756756756756757,0.0,0.0,0.26576576576576577,25651.0,850.0,105.0,30.0,181.0,1351.3873873873874,74,739.2094594594595,612.177927927928,48931,F,54,54.0,1,0,0,0,107870,0.58,8754,137,4.055,3836.0
71820,36,1995.0,C,monthly,403.0,1987.6302729528536,1046.7022332506203,940.9280397022333,0.0,0.0,5.893300248138958,0.37220843672456577,0.0,0.0,0.19602977667493796,15700.0,0.0,0.0,15.0,137.0,1981.36476426799,57,1040.8089330024814,940.5558312655087,42630,M,35,35.0,1,0,0,0,86513,0.505,8288,110,4.109999999999999,1511.0
207264,48,4318.0,C,after_transaction,281.0,3009.1494661921706,1586.7508896797153,1422.3985765124555,0.0,0.0,5.715302491103203,1.7793594306049823,0.0,0.0,0.20640569395017794,81000.0,0.0,0.0,100.0,309.0,3001.6548042704626,46,1581.035587188612,1420.6192170818506,46282,M,37,35.5,2,0,0,0,95907,0.591,8388,87,2.67,1663.0
68664,24,2861.0,C,weekly,501.0,1085.0818363273454,579.1097804391218,505.97205588822357,0.0,0.0,5.636726546906187,0.718562874251497,0.0,0.0,0.14570858283433133,21062.0,0.0,0.0,30.0,151.0,1078.7265469061877,45,573.4730538922156,505.25349301397205,36642,F,19,17.5,2,0,0,0,109164,0.636,8757,96,3.625,2341.5
67464,12,5622.0,A,monthly,359.0,2291.573816155989,1228.3871866295265,1063.1866295264624,0.0,0.0,5.116991643454039,0.2924791086350975,0.0,0.0,0.15877437325905291,28415.0,0.0,0.0,15.0,107.0,2286.1643454039,39,1223.2701949860725,1062.8941504178274,59311,M,64,64.0,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
140688,48,2931.0,C,monthly,416.0,2297.576923076923,1181.0721153846155,1116.5048076923076,0.0,0.0,6.2139423076923075,0.39663461538461536,0.0,0.0,0.20432692307692307,16415.0,0.0,0.0,15.0,170.0,2290.966346153846,62,1174.858173076923,1116.108173076923,26864,M,58,58.5,2,0,0,0,93931,0.569,8427,107,1.32,1893.5
44088,24,1837.0,A,monthly,236.0,897.3559322033898,542.6779661016949,354.6779661016949,42.8771186440678,0.0,4.444915254237288,0.1906779661016949,0.0,0.0,0.13559322033898305,8688.0,3373.0,0.0,15.0,180.0,849.8432203389831,19,538.2330508474577,311.6101694915254,44383,F,48,48.0,1,0,0,0,81344,0.5529999999999999,8899,149,3.635,2737.0
174840,60,2914.0,C,monthly,389.0,1292.4035989717224,681.8123393316196,610.5912596401029,98.09768637532133,0.0,4.020565552699229,0.30848329048843187,0.0,0.0,0.2236503856041131,28515.0,4240.0,0.0,15.0,137.0,1189.9768637532134,58,677.7917737789203,512.1850899742931,27706,F,48,48.0,1,0,0,0,109164,0.636,8757,96,3.625,2341.5
174960,24,7290.0,C,monthly,674.0,2534.272997032641,1319.980712166172,1214.292284866469,0.0,0.0,6.679525222551929,0.4228486646884273,0.0,0.0,0.21216617210682492,71315.0,0.0,0.0,15.0,311.0,2527.1706231454004,103,1313.3011869436202,1213.8694362017804,71243,F,22,22.0,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
161496,36,4486.0,C,weekly,633.0,1405.652448657188,726.0284360189573,679.6240126382306,93.76935229067931,0.0,3.8799368088467614,0.9004739336492891,0.0,0.0,0.20537124802527645,11454.0,3124.0,0.0,30.0,132.0,1307.1026856240126,72,722.1484992101106,584.9541864139021,29372,M,28,28.0,1,0,0,0,226122,0.626,8994,110,4.295,9440.0
158760,60,2646.0,C,monthly,672.0,1149.6815476190477,589.108630952381,560.5729166666666,47.913690476190474,221.15178571428572,3.517857142857143,0.3794642857142857,0.0,0.0,0.24702380952380953,21719.0,1894.0,8742.0,15.0,100.0,876.71875,94,585.5907738095239,291.1279761904762,19182,M,21,21.0,1,0,0,0,78955,0.59,9060,124,2.07,1686.0
14028,12,1169.0,A,monthly,674.0,1101.2106824925816,589.0178041543027,512.1928783382789,130.24629080118694,0.0,6.341246290801187,0.40059347181008903,0.0,0.0,0.2314540059347181,15711.0,4877.0,0.0,15.0,225.0,964.2225519287833,98,582.6765578635014,381.5459940652819,51800,F,54,54.0,1,0,0,0,107911,0.509,8240,99,3.0300000000000002,1876.5
271584,48,5658.0,C,monthly,510.0,2521.1529411764704,1351.1607843137256,1169.992156862745,0.0,0.0,7.6568627450980395,0.2647058823529412,0.0,0.0,0.17647058823529413,21515.0,0.0,0.0,15.0,301.0,2513.2313725490194,65,1343.5039215686274,1169.7274509803922,92401,M,23,23.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
23628,12,1969.0,A,monthly,547.0,1994.0237659963436,1055.5978062157221,938.4259597806216,208.47531992687385,0.0,5.588665447897624,0.35648994515539306,0.0,0.0,0.20109689213893966,108918.0,9503.0,0.0,15.0,319.0,1779.603290676417,67,1050.0091407678244,729.5941499085923,64096,M,45,45.0,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
316140,60,5269.0,D,monthly,683.0,788.0322108345534,403.3909224011713,384.64128843338216,153.58711566617862,0.0,2.4743777452415814,0.3953147877013177,0.0,0.0,0.20351390922401172,15135.0,6000.0,0.0,15.0,67.0,631.5754026354319,81,400.9165446559297,230.6588579795022,12826,M,31,31.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
444864,48,9268.0,C,monthly,343.0,1200.3673469387754,661.0320699708454,539.33527696793,67.67930029154519,0.0,3.9096209912536444,0.26239067055393583,0.0,0.0,0.18658892128279883,27832.0,3869.0,0.0,15.0,177.0,1128.5160349854227,42,657.1224489795918,471.3935860058309,41744,M,35,34.5,2,0,0,0,197099,0.747,9624,145,1.955,4374.5
460980,60,7683.0,D,monthly,181.0,1831.624309392265,968.7513812154696,862.8729281767955,38.67403314917127,0.0,5.154696132596685,0.16574585635359115,0.0,0.0,0.143646408839779,53862.0,7000.0,0.0,15.0,167.0,1787.6298342541436,17,963.5966850828729,824.0331491712707,19164,F,35,35.0,1,0,0,0,75232,0.41700000000000004,8980,111,2.0549999999999997,2818.5
76380,12,6365.0,A,monthly,246.0,653.3455284552846,373.7357723577236,279.609756097561,38.84552845528455,24.390243902439025,3.1422764227642275,0.24390243902439024,0.0,0.0,0.18292682926829268,14191.0,2389.0,1500.0,15.0,111.0,586.7235772357724,25,370.5934959349593,216.130081300813,23171,F,42,42.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
18564,12,1547.0,A,monthly,128.0,872.390625,605.203125,267.1875,0.0,0.0,3.5546875,0.0,0.0,0.0,0.1015625,13400.0,0.0,0.0,0.0,167.0,868.8359375,9,601.6484375,267.1875,43266,F,36,36.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
68544,24,2856.0,A,weekly,258.0,1872.8720930232557,982.422480620155,890.4496124031008,46.23255813953488,14.155038759689923,5.023255813953488,0.46511627906976744,0.0,0.0,0.20930232558139536,30171.0,3976.0,913.0,30.0,139.0,1806.9961240310076,35,977.3992248062016,829.5968992248062,23760,M,23,19.0,2,0,0,0,114006,0.623,9065,123,4.895,4156.5
63252,12,5271.0,A,monthly,672.0,2308.154761904762,1191.0580357142858,1117.0967261904761,17.223214285714285,0.0,7.278273809523809,0.4017857142857143,0.0,0.0,0.24404761904761904,41516.0,643.0,0.0,15.0,109.0,2283.251488095238,106,1183.779761904762,1099.4717261904761,49709,F,50,50.0,1,0,0,0,94725,0.634,9920,130,2.535,4567.5
23052,12,1921.0,A,monthly,617.0,1002.8217179902755,524.5283630470017,478.2933549432739,75.70502431118314,77.52836304700162,3.1166936790923825,0.3646677471636953,0.0,0.0,0.2771474878444084,14375.0,3114.0,3189.0,15.0,101.0,846.1069692058347,107,521.4116693679092,324.69529983792546,28532,F,59,56.0,2,0,0,0,387570,1.0,9897,140,1.78,18708.5
307200,60,5120.0,D,monthly,374.0,2281.524064171123,1154.1871657754011,1127.3368983957218,0.0,0.0,5.101604278074866,0.32085561497326204,0.0,0.0,0.18181818181818182,4415.0,0.0,0.0,15.0,47.0,2276.101604278075,48,1149.0855614973261,1127.0160427807486,10058,M,37,37.0,1,0,0,0,107911,0.509,8240,99,3.0300000000000002,1876.5
74916,36,2081.0,C,monthly,664.0,2965.746987951807,1515.5918674698796,1450.1551204819277,89.8132530120482,0.0,6.010542168674699,0.3614457831325301,0.0,0.0,0.2545180722891566,32847.0,3508.0,0.0,15.0,188.0,2869.5617469879517,116,1509.5813253012047,1359.980421686747,43455,M,57,57.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
153936,24,6414.0,C,monthly,115.0,2164.1304347826085,1519.7826086956522,644.3478260869565,0.0,0.0,4.4,0.0,0.0,0.0,0.09565217391304348,36700.0,0.0,0.0,0.0,254.0,2159.730434782609,8,1515.3826086956522,644.3478260869565,100675,M,50,50.0,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
334620,60,5577.0,C,monthly,243.0,2162.9876543209875,1184.2592592592594,978.7283950617284,0.0,0.0,9.181069958847736,0.24691358024691357,0.0,0.0,0.1440329218106996,36393.0,0.0,0.0,15.0,317.0,2153.559670781893,23,1175.0781893004116,978.4814814814815,49944,F,38,41.0,2,0,0,0,139012,0.619,8363,108,2.995,2681.5
133848,24,5577.0,C,monthly,697.0,1534.4619799139168,774.3888091822095,760.0731707317074,0.0,0.0,4.464849354375897,0.430416068866571,0.0,0.0,0.1606886657101865,15715.0,0.0,0.0,15.0,107.0,1529.5667144906743,70,769.9239598278335,759.6427546628407,9986,F,39,39.0,1,0,0,0,114006,0.623,9065,123,4.895,4156.5
96984,36,2694.0,C,monthly,287.0,1221.7177700348432,634.2857142857143,587.432055749129,227.87456445993033,44.77351916376307,2.292682926829268,0.2613240418118467,0.0,0.0,0.1916376306620209,20863.0,10900.0,2570.0,15.0,67.0,946.5156794425087,30,631.993031358885,314.5226480836237,13447,M,27,27.0,1,0,0,0,112065,0.6940000000000001,11277,127,1.3199999999999998,5083.0
107352,36,2982.0,C,weekly,522.0,1934.367816091954,1025.7356321839081,908.6321839080459,180.06896551724137,0.0,4.934865900383142,0.40229885057471265,0.0,0.0,0.16091954022988506,158258.0,13428.0,0.0,30.0,295.0,1748.9616858237548,53,1020.8007662835249,728.1609195402299,61126,F,60,60.0,1,0,0,0,67298,0.43799999999999994,8561,110,0.9450000000000001,1078.0
63576,12,5298.0,C,monthly,202.0,1867.7871287128712,1041.8960396039604,825.8910891089109,0.0,0.0,12.643564356435643,0.1485148514851485,0.0,0.0,0.15841584158415842,66215.0,0.0,0.0,15.0,450.0,1854.9950495049504,18,1029.2524752475247,825.7425742574258,43635,F,39,39.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
84600,36,2350.0,D,monthly,188.0,1784.2074468085107,937.0904255319149,847.1170212765958,0.0,0.0,3.75,0.2393617021276596,0.0,0.0,0.1702127659574468,2615.0,0.0,0.0,15.0,43.0,1780.218085106383,24,933.3404255319149,846.8776595744681,16916,M,61,61.0,1,0,0,0,387570,1.0,9897,140,1.78,18708.5
84288,48,1756.0,C,monthly,121.0,644.4793388429752,476.7107438016529,167.76859504132233,0.0,0.0,2.3057851239669422,0.0,0.0,0.0,0.09917355371900827,17900.0,0.0,0.0,0.0,138.0,642.1735537190083,9,474.40495867768595,167.76859504132233,37382,F,22,22.0,1,0,0,0,161954,0.48,8720,116,4.1,3690.0
106128,36,2948.0,C,weekly,337.0,1306.6498516320476,729.13353115727,577.5163204747774,0.0,0.0,3.6943620178041545,0.5341246290801187,0.0,0.0,0.1543026706231454,21330.0,0.0,0.0,30.0,211.0,1302.421364985163,36,725.4391691394659,576.9821958456973,51095,M,21,21.0,1,0,0,0,159617,0.852,9198,131,3.79,5964.0
158976,48,3312.0,C,monthly,518.0,2581.984555984556,1309.2104247104246,1272.7741312741314,135.3783783783784,8.675675675675675,6.2915057915057915,0.40540540540540543,0.0,0.0,0.30115830115830117,10163.0,5009.0,321.0,15.0,74.0,2431.2335907335905,98,1302.918918918919,1128.3146718146718,18894,M,60,60.0,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
137904,24,5746.0,B,monthly,129.0,591.937984496124,432.2480620155039,159.68992248062017,0.0,0.0,1.9224806201550388,0.0,0.0,0.0,0.09302325581395349,8100.0,0.0,0.0,0.0,123.0,590.015503875969,9,430.3255813953488,159.68992248062017,35160,M,31,31.0,1,0,0,0,75637,0.365,9622,154,0.495,3502.0
41856,48,872.0,C,monthly,431.0,1231.0858468677495,658.5452436194896,572.5406032482599,44.68677494199536,30.11600928074246,4.178654292343388,0.31322505800464034,0.0,0.0,0.23897911832946636,18942.0,1926.0,1298.0,15.0,173.0,1151.7911832946636,61,654.3665893271461,497.4245939675174,37069,F,39,39.0,1,1,0,0,387570,1.0,9897,140,1.78,18708.5
151200,36,4200.0,C,monthly,241.0,2937.9585062240662,1591.6473029045644,1346.311203319502,119.90041493775934,0.0,7.846473029045643,0.18672199170124482,0.0,0.0,0.16597510373443983,115663.0,14448.0,0.0,15.0,310.0,2810.02489626556,27,1583.8008298755187,1226.2240663900416,59127,M,53,53.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
100800,24,4200.0,D,monthly,469.0,851.4605543710021,424.0511727078891,427.409381663113,94.71215351812367,1.0298507462686568,2.4712153518123667,0.22388059701492538,0.04904051172707889,0.006396588486140725,0.13646055437100213,317.0,0.0,69.0,15.0,0.0,752.9744136460554,33,421.57995735607676,331.3944562899787,-1572,M,61,61.0,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
212976,36,5916.0,C,monthly,671.0,2737.433681073025,1408.3725782414308,1329.0611028315946,234.8047690014903,0.0,5.585692995529061,0.40238450074515647,0.0,0.0,0.22205663189269748,18668.0,8753.0,0.0,15.0,118.0,2496.6408345752607,93,1402.7868852459017,1093.8539493293592,53222,F,26,23.5,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
405780,60,6763.0,C,monthly,694.0,930.6887608069164,495.26368876080693,435.4250720461095,79.42219020172911,32.21325648414986,4.269452449567724,0.38904899135446686,0.0,0.0,0.25360230547550433,14018.0,2901.0,1242.0,15.0,162.0,814.3948126801153,99,490.9942363112392,323.4005763688761,41532,M,48,48.0,1,0,0,0,145688,0.40700000000000003,8544,109,1.53,2812.5
79632,24,3318.0,A,monthly,141.0,2831.0567375886526,1733.7801418439717,1097.276595744681,67.48936170212765,0.0,6.794326241134752,0.0,0.0,0.0,0.11347517730496454,36816.0,9516.0,0.0,0.0,299.0,2756.77304964539,11,1726.985815602837,1029.787234042553,89747,F,40,40.0,1,0,0,0,125832,0.483,8512,102,3.81,2175.0
244560,60,4076.0,C,monthly,258.0,1655.406976744186,869.0271317829457,786.3798449612403,186.13953488372093,0.0,3.996124031007752,0.1744186046511628,0.0,0.0,0.16279069767441862,46628.0,12006.0,0.0,15.0,137.0,1465.0968992248063,28,865.031007751938,600.0658914728682,21326,F,32,32.0,1,0,0,0,124605,0.46,8772,126,4.79,3006.0
41988,12,3499.0,C,monthly,622.0,925.5369774919615,509.34726688102893,416.1897106109325,160.2733118971061,0.0,4.95016077170418,0.3858520900321543,0.0,0.0,0.20739549839228297,10261.0,6646.0,0.0,15.0,234.0,759.927652733119,78,504.39710610932474,255.5305466237942,57966,M,26,29.5,2,0,0,0,148545,0.535,8909,113,4.779999999999999,3525.0
164196,36,4561.0,C,after_transaction,473.0,1303.5475687103594,739.4820295983087,564.0655391120507,30.42494714587738,0.0,1.9534883720930232,0.42283298097251587,0.0,0.0,0.10359408033826638,71609.0,4797.0,0.0,100.0,264.0,1270.7463002114164,37,737.5285412262157,533.2177589852008,82971,F,43,43.0,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
51360,12,4280.0,B,monthly,382.0,3727.824607329843,1948.371727748691,1779.4528795811518,0.0,0.0,6.458115183246074,0.35340314136125656,0.041884816753926704,0.005235602094240838,0.22774869109947643,29815.0,0.0,0.0,15.0,239.0,3720.971204188482,63,1941.913612565445,1779.0575916230366,64530,F,54,54.0,1,0,0,0,117897,0.5379999999999999,8814,107,5.220000000000001,2085.5
51408,24,2142.0,A,monthly,387.0,2217.8217054263564,1172.4728682170542,1045.3488372093022,0.0,0.0,5.677002583979328,0.31007751937984496,0.0,0.0,0.165374677002584,8715.0,0.0,0.0,15.0,162.0,2211.8346253229975,44,1166.795865633075,1045.0387596899225,49213,M,50,50.0,1,1,0,0,45714,0.556,8843,113,3.2,853.0
