loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,acc_date,order_amount_min,order_amount_max,order_amount_sum,order_amount_mean,order_amount_count,order_k_symbol__household,order_k_symbol__insurrance,order_k_symbol__leasing,order_k_symbol__loan,trans_date_min,trans_date_max,trans_date_duration,trans_amount_min,trans_amount_max,trans_amount_var,trans_amount_pct_25,trans_amount_pct_50,trans_amount_pct_75,trans_amount_sum,trans_amount_mean,trans_amount_count,trans_balance_min,trans_balance_max,trans_balance_var,trans_balance_pct_25,trans_balance_pct_50,trans_balance_pct_75,trans_balance_sum,trans_balance_mean,trans_balance_count,trans_type_credit,trans_type_withdrawal,trans_operation_collection_from_anotherbank,trans_operation_credit_card_withdrawal,trans_operation_credit_in_cash,trans_operation_remittance_to_anotherbank,trans_operation_withdrawal_in_cash,trans_k_symbol_household,trans_k_symbol_insurrance,trans_k_symbol_interest_credited,trans_k_symbol_loan,trans_k_symbol_old-age_pension,trans_k_symbol_payment_for_statement,trans_k_symbol_sanction_interest_neg_bal,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
5634,3229,1997-05-01,39024,12,3252.00,A,64,POPLATEK MESICNE,1995-11-18,3252.2,6828.0,16491.2,5497.066666666667,3,1,0,0,1,1995-11-18,1998-12-31,1139 days,15,58400,144840031.88047412,337.0,6411.0,8589.0,2461466,8886.158844765343,277,300,141938,650334942.1827284,35980.0,49845.0,63887.0,14828977,53534.21299638989,277,90.0,187.0,0.0,2.0,53.0,82.0,103.0,35.0,0.0,37.0,12.0,0.0,34.0,0.0,M,63,63.0,1,1,0,0,197099,0.747,9624,145,1.955,4374.5
5635,3230,1996-10-04,77184,36,2144.00,C,1,POPLATEK MESICNE,1995-03-11,2144.0,2144.0,2144.0,2144.0,1,0,0,0,1,1995-03-11,1998-12-31,1391 days,15,63600,233960064.4551071,265.25,3900.0,18248.75,3112683,11790.46590909091,264,200,142918,762507423.577586,25437.25,39615.5,63802.0,12421469,47051.018939393936,264,104.0,160.0,0.0,0.0,61.0,27.0,133.0,0.0,0.0,43.0,27.0,0.0,35.0,0.0,F,45,45.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5638,3249,1997-08-27,68124,12,5677.00,A,74,POPLATEK MESICNE,1996-10-11,5677.0,8197.0,13874.0,6937.0,2,1,0,0,1,1996-10-11,1998-12-31,811 days,15,30993,64477163.83195311,186.0,5150.0,8197.0,1150143,7099.648148148148,162,1100,72161,182299034.20217022,29409.5,37509.0,46582.25,6075199,37501.22839506173,162,55.0,107.0,0.0,0.0,29.0,34.0,73.0,22.0,0.0,26.0,12.0,0.0,21.0,0.0,M,42,42.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
5643,3273,1997-09-21,94512,12,7876.00,B,74,POPLATEK MESICNE,1995-12-29,7876.0,7876.0,7876.0,7876.0,1,0,0,0,1,1995-12-29,1998-12-31,1098 days,1,78900,420054378.440095,43.75,4950.0,27875.0,3915498,15059.607692307693,260,-6201,133408,853498174.0009506,9398.25,32678.5,53160.75,8994584,34594.553846153845,260,110.0,150.0,36.0,0.0,2.0,9.0,141.0,0.0,0.0,72.0,9.0,0.0,31.0,18.0,M,47,47.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
5644,3293,1998-11-27,276084,36,7669.00,C,1,POPLATEK MESICNE,1997-08-08,58.0,7668.7,11745.7,2349.1400000000003,5,1,1,0,1,1997-08-08,1998-12-31,510 days,15,69018,269249356.7245078,221.0,3231.0,12903.5,1653976,10670.812903225806,155,1100,132187,497693847.4647676,44204.0,60212.0,75391.5,9165369,59131.412903225806,155,36.0,119.0,17.0,2.0,2.0,52.0,65.0,12.0,13.0,17.0,1.0,0.0,12.0,0.0,F,35,35.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
5651,3329,1997-12-08,19248,12,1604.00,A,3,POPLATEK MESICNE,1996-10-12,1604.0,9249.0,10853.0,5426.5,2,1,0,0,1,1996-10-12,1998-12-31,810 days,15,30080,60613104.349543564,167.5,2560.0,9249.0,1075432,6557.512195121952,164,200,65132,106356280.62950769,28839.75,35248.0,42010.5,5956570,36320.54878048781,164,58.0,106.0,0.0,0.0,32.0,34.0,72.0,22.0,0.0,26.0,12.0,0.0,21.0,0.0,M,35,31.5,2,0,0,0,75232,0.417,8980,111,2.055,2818.5
5656,3353,1997-02-09,146064,24,6086.00,C,74,POPLATEK MESICNE,1996-08-27,58.0,10616.0,17174.2,4293.55,4,1,1,0,1,1996-08-27,1998-12-31,856 days,15,49978,134400208.05574325,124.0,5750.0,10616.0,1974678,8585.55652173913,230,200,131271,703183538.3334725,21849.25,38375.0,61050.25,9986886,43421.24347826087,230,73.0,157.0,0.0,0.0,45.0,91.0,66.0,23.0,23.0,28.0,22.0,0.0,23.0,0.0,F,46,46.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
5657,3354,1994-07-05,4980,12,415.00,A,63,POPLATEK MESICNE,1993-11-05,415.0,2704.0,5148.0,1287.0,4,1,1,0,1,1993-11-05,1998-12-31,1882 days,15,19300,14171911.7435004,200.0,1540.0,2704.0,1453562,2727.1332082551594,533,800,50991,72119347.7994681,19300.0,25683.0,30900.0,13466362,25265.219512195123,533,137.0,396.0,0.0,0.0,75.0,183.0,213.0,57.0,58.0,62.0,12.0,0.0,57.0,0.0,F,47,47.0,1,0,0,0,86513,0.505,8288,110,4.11,1511.0
5665,3390,1998-03-11,40632,12,3386.00,C,12,POPLATEK TYDNE,1996-12-22,105.0,3385.5,6904.5,1380.9,5,1,1,0,1,1996-12-22,1998-12-31,739 days,30,30470,53149233.25985874,199.5,1952.0,5175.0,1020362,4813.028301886792,212,1100,79348,141825870.3877983,44568.5,51984.5,61429.75,11072721,52229.81603773585,212,50.0,162.0,24.0,0.0,2.0,90.0,72.0,20.0,20.0,24.0,10.0,0.0,19.0,0.0,F,54,54.0,1,0,0,0,107870,0.58,8754,137,4.055,3836.0
5669,3403,1998-06-27,71820,36,1995.00,C,63,POPLATEK MESICNE,1997-05-20,1995.0,1995.0,1995.0,1995.0,1,0,0,0,1,1997-05-20,1998-12-31,590 days,15,48698,169643981.4538183,291.0,5000.0,17971.0,1403549,11051.566929133858,127,700,126305,542206170.2067242,42884.0,57797.0,71820.5,7491084,58984.913385826774,127,53.0,74.0,0.0,0.0,34.0,6.0,68.0,0.0,0.0,19.0,6.0,0.0,16.0,0.0,M,35,35.0,1,0,0,0,86513,0.505,8288,110,4.11,1511.0
5674,3418,1997-06-10,207264,48,4318.00,C,42,POPLATEK PO OBRATU,1996-09-02,4318.0,4318.0,4318.0,4318.0,1,0,0,0,1,1996-09-02,1998-12-31,850 days,62,56700,202197335.85167095,324.5,4510.5,20075.0,2240816,12047.397849462366,186,400,124818,765418946.920198,29894.25,46980.5,66852.0,9315290,50082.20430107527,186,72.0,114.0,0.0,0.0,46.0,19.0,95.0,0.0,0.0,26.0,19.0,0.0,23.0,0.0,M,37,35.5,2,0,0,0,95907,0.591,8388,87,2.67,1663.0
5681,3448,1997-10-20,68664,24,2861.00,C,58,POPLATEK TYDNE,1996-06-06,2860.7,2860.7,2860.7,2860.7,1,0,0,0,1,1996-06-06,1998-12-31,938 days,10,48806,174294359.9896552,112.0,2861.0,13057.0,1309041,9027.868965517242,145,700,115629,448565828.40296936,23373.0,34768.0,45301.0,5620514,38762.16551724138,145,59.0,86.0,0.0,0.0,28.0,14.0,72.0,0.0,0.0,31.0,14.0,0.0,26.0,0.0,F,19,17.5,2,0,0,0,109164,0.636,8757,96,3.625,2341.5
5682,3455,1997-03-07,67464,12,5622.00,A,34,POPLATEK MESICNE,1996-03-13,5622.5,5622.5,5622.5,5622.5,1,0,0,0,1,1996-03-13,1998-12-31,1023 days,15,50602,204528048.63394588,238.0,5623.0,21900.0,2344805,12341.078947368422,190,600,111360,513705549.6559451,34475.5,53491.0,66044.25,10007975,52673.55263157895,190,68.0,122.0,33.0,0.0,2.0,12.0,110.0,0.0,0.0,33.0,12.0,0.0,28.0,0.0,M,64,64.0,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
5683,3460,1998-05-29,140688,48,2931.00,C,16,POPLATEK MESICNE,1997-04-08,2931.0,2931.0,2931.0,2931.0,1,0,0,0,1,1997-04-08,1998-12-12,613 days,15,48538,150305831.2395591,170.75,3050.0,12687.75,1036006,9087.771929824561,114,300,144580,847498219.1727993,26204.5,43020.5,63310.25,5501568,48259.36842105263,114,46.0,68.0,0.0,0.0,27.0,7.0,61.0,0.0,0.0,19.0,7.0,0.0,18.0,0.0,M,58,58.5,2,0,0,0,93931,0.569,8427,107,1.32,1893.5
5693,3489,1995-08-01,44088,24,1837.00,A,9,POPLATEK MESICNE,1994-12-08,1837.0,3373.0,5210.0,2605.0,2,1,0,0,1,1994-12-08,1998-12-31,1484 days,15,24480,45028896.64437008,185.5,2890.0,9350.0,1666460,5554.866666666667,300,1000,65421,81017751.36816056,36908.25,43706.0,49820.5,12964926,43216.42,300,99.0,201.0,0.0,0.0,51.0,68.0,133.0,44.0,0.0,48.0,24.0,0.0,43.0,0.0,F,48,48.0,1,0,0,0,81344,0.553,8899,149,3.635,2737.0
5698,3556,1998-09-22,174840,60,2914.00,C,58,POPLATEK MESICNE,1997-08-29,984.0,4240.0,8137.8,2712.6,3,1,0,0,1,1997-08-29,1998-12-31,489 days,10,26224,46929737.07616937,179.0,2914.0,7800.0,631367,5587.3185840707965,113,1100,64670,113516727.33280654,26352.0,32476.0,41724.0,3897663,34492.592920353985,113,38.0,75.0,16.0,0.0,6.0,27.0,48.0,12.0,0.0,16.0,3.0,0.0,11.0,0.0,F,48,48.0,1,0,0,0,109164,0.636,8757,96,3.625,2341.5
5699,3562,1998-05-24,174960,24,7290.00,C,50,POPLATEK MESICNE,1996-07-19,7290.5,7290.5,7290.5,7290.5,1,0,0,0,1,1996-07-19,1998-12-31,895 days,15,62900,216127490.7728392,337.25,7291.0,19993.5,2537129,12685.645,200,1000,159286,840288522.5722365,44855.5,62360.5,82802.0,13074455,65372.275,200,82.0,118.0,0.0,0.0,53.0,7.0,111.0,0.0,0.0,29.0,7.0,0.0,26.0,0.0,F,22,22.0,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
5706,3608,1996-05-24,161496,36,4486.00,C,72,POPLATEK TYDNE,1994-08-30,3124.0,4486.0,7610.0,3805.0,2,1,0,0,1,1994-08-30,1998-12-31,1584 days,8,64900,109767413.64918408,209.75,3400.0,8305.75,2604076,7397.943181818182,352,500,113866,453401850.95654446,28544.5,38961.5,59225.25,15800267,44887.12215909091,352,125.0,227.0,0.0,0.0,73.0,81.0,146.0,50.0,0.0,52.0,31.0,0.0,50.0,0.0,M,28,28.0,1,0,0,0,226122,0.626,8994,110,4.295,9440.0
5713,3629,1995-05-30,158760,60,2646.00,C,48,POPLATEK MESICNE,1993-07-27,368.0,8742.0,13649.5,3412.375,4,1,1,0,1,1993-07-27,1998-12-31,1983 days,15,23810,32895639.393947277,368.0,1894.0,8506.5,2303487,4346.201886792453,530,900,59898,56755144.446966544,19127.5,23243.5,27299.0,12126738,22880.637735849057,530,153.0,377.0,65.0,0.0,23.0,223.0,154.0,60.0,60.0,65.0,43.0,0.0,60.0,0.0,M,21,21.0,1,0,0,0,78955,0.59,9060,124,2.07,1686.0
5718,3637,1997-09-01,14028,12,1169.00,A,53,POPLATEK MESICNE,1995-10-28,219.0,4877.0,6265.0,2088.3333333333335,3,1,0,0,1,1995-10-28,1998-12-31,1160 days,13,23964,38143526.295954905,219.0,1200.0,5910.0,1286860,4595.928571428572,280,400,88924,138410764.09810555,51177.25,57431.5,65222.0,16085544,57448.37142857143,280,80.0,200.0,0.0,0.0,42.0,80.0,120.0,34.0,0.0,38.0,12.0,0.0,33.0,0.0,F,54,54.0,1,0,0,0,107911,0.509,8240,99,3.03,1876.5
5719,3664,1997-09-20,271584,48,5658.00,C,1,POPLATEK MESICNE,1996-04-28,5658.0,5658.0,5658.0,5658.0,1,0,0,0,1,1996-04-28,1998-12-31,977 days,15,60900,188973842.84899756,329.5,6300.0,18822.75,2457866,12413.464646464647,198,800,115113,610534466.8576376,47256.0,66434.0,85344.5,13141059,66368.98484848485,198,80.0,118.0,0.0,3.0,48.0,15.0,100.0,0.0,0.0,32.0,15.0,0.0,24.0,0.0,M,23,23.0,1,1,0,0,1204953,1.0,12541,167,0.315,92392.0
5723,3674,1994-09-10,23628,12,1969.00,A,38,POPLATEK MESICNE,1993-03-12,1968.7,9503.0,11471.7,5735.85,2,1,0,0,1,1993-03-12,1998-12-31,2120 days,2,64500,198106400.61950788,1300.0,8527.0,18052.0,6941745,12178.5,570,1000,157161,764056274.8965107,48337.25,65867.5,86715.5,38684335,67867.25438596492,570,216.0,354.0,0.0,0.0,146.0,76.0,278.0,64.0,0.0,70.0,12.0,0.0,64.0,0.0,M,45,45.0,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
5724,3678,1995-02-05,316140,60,5269.00,D,1,POPLATEK MESICNE,1993-03-24,5269.0,5269.0,5269.0,5269.0,1,0,0,0,1,1993-03-24,1998-12-31,2108 days,0,13352,13366277.027014552,53.5,4400.0,6200.0,1600825,3866.727053140097,414,-15009,39616,124372094.56893115,-694.25,12255.5,17404.5,3986561,9629.374396135267,414,158.0,256.0,0.0,0.0,103.0,41.0,215.0,65.0,0.0,55.0,41.0,0.0,64.0,24.0,M,31,31.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5725,3679,1996-07-23,444864,48,9268.00,C,64,POPLATEK MESICNE,1995-08-15,3869.0,9268.0,18285.0,6095.0,3,1,0,0,1,1995-08-15,1998-12-31,1234 days,15,25862,37885246.37783664,198.5,3869.0,9268.0,1660427,5553.267558528428,299,800,63172,106307518.5781689,24296.5,33468.0,39561.5,9832364,32884.16053511706,299,110.0,189.0,0.0,0.0,70.0,99.0,90.0,35.0,0.0,40.0,29.0,0.0,35.0,0.0,M,35,34.5,2,0,0,0,197099,0.747,9624,145,1.955,4374.5
5731,3711,1997-11-05,460980,60,7683.00,D,3,POPLATEK MESICNE,1997-05-08,7683.2,7683.2,7683.2,7683.2,1,0,0,0,1,1997-05-08,1998-12-31,602 days,2,49137,119088051.30871291,25.0,5247.0,8100.0,768070,7604.653465346535,101,-6280,103750,902233141.3667331,1008.0,10830.0,36594.0,2459278,24349.287128712873,101,34.0,67.0,0.0,0.0,18.0,9.0,58.0,12.0,0.0,16.0,9.0,0.0,15.0,10.0,F,35,35.0,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
5739,3747,1995-01-02,76380,12,6365.00,A,1,POPLATEK MESICNE,1994-05-01,1500.0,6365.0,12081.0,3020.25,4,1,1,0,1,1994-05-01,1998-12-31,1705 days,15,12861,10084355.362051807,124.0,1827.0,4800.0,1281895,3044.8812351543943,421,1100,41703,45661147.93299402,13355.0,17136.0,21990.0,7514299,17848.691211401427,421,142.0,279.0,0.0,0.0,86.0,168.0,111.0,52.0,52.0,56.0,12.0,0.0,51.0,0.0,F,42,42.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5740,3752,1995-04-02,18564,12,1547.00,A,1,POPLATEK MESICNE,1994-11-25,1547.0,3218.0,4765.0,2382.5,2,1,0,0,1,1994-11-25,1998-12-31,1497 days,15,25604,46775194.019582644,228.5,2680.0,9925.0,1761191,5503.721875,320,200,93906,146258051.2739416,45328.5,53113.0,61029.5,17404446,54388.89375,320,100.0,220.0,0.0,0.0,51.0,57.0,163.0,45.0,0.0,49.0,12.0,0.0,44.0,0.0,F,36,36.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5741,3754,1996-11-03,68544,24,2856.00,A,37,POPLATEK TYDNE,1996-02-19,900.0,3976.0,9829.0,1965.8,5,1,1,0,1,1996-02-19,1998-12-31,1046 days,30,44342,110670112.42640573,900.0,1184.0,7850.0,2136509,6847.785256410257,312,900,96559,333676737.5689669,35799.5,48327.0,63414.0,15563284,49882.320512820515,312,72.0,240.0,34.0,0.0,4.0,143.0,97.0,29.0,30.0,34.0,24.0,0.0,29.0,0.0,M,23,19.0,2,0,0,0,114006,0.623,9065,123,4.895,4156.5
5750,3804,1996-02-08,63252,12,5271.00,A,7,POPLATEK MESICNE,1994-04-07,643.0,5270.7,10371.7,3457.2333333333336,3,1,0,0,1,1994-04-07,1998-12-31,1729 days,15,47436,134084256.82306857,610.75,4458.0,10725.0,3920257,8711.682222222222,450,13098,86343,296464257.2605792,31696.75,43648.0,58737.5,20577870,45728.6,450,119.0,331.0,57.0,0.0,5.0,118.0,213.0,53.0,0.0,57.0,12.0,0.0,52.0,0.0,F,50,50.0,1,0,0,0,94725,0.634,9920,130,2.535,4567.5
5754,3834,1994-09-28,23052,12,1921.00,A,54,POPLATEK MESICNE,1993-01-19,262.0,3189.0,8861.0,1772.2,5,1,1,0,1,1993-01-19,1998-12-31,2172 days,15,24000,22664642.05632303,262.0,1921.0,3189.0,2216845,3333.6015037593984,665,700,54322,66566261.37171383,18268.0,23504.0,29319.0,16046271,24129.73082706767,665,158.0,507.0,0.0,0.0,87.0,277.0,230.0,66.0,66.0,71.0,12.0,0.0,66.0,0.0,F,59,56.0,2,0,0,0,387570,1.0,9897,140,1.78,18708.5
5758,3859,1997-05-02,307200,60,5120.00,D,53,POPLATEK MESICNE,1996-04-23,5120.2,5120.2,5120.2,5120.2,1,0,0,0,1,1996-04-23,1998-12-31,982 days,0,61400,205309436.59961012,54.0,4800.0,14288.0,1797734,10391.526011560694,173,-11549,142668,898262046.3866785,7198.0,21004.0,51145.0,5478773,31669.20809248555,173,69.0,104.0,0.0,0.0,37.0,10.0,94.0,0.0,0.0,32.0,10.0,0.0,25.0,4.0,M,37,37.0,1,0,0,0,107911,0.509,8240,99,3.03,1876.5
5760,3862,1998-09-18,74916,36,2081.00,C,1,POPLATEK MESICNE,1996-11-23,2080.8,7824.0,13412.8,4470.933333333333,3,1,0,0,1,1996-11-23,1998-12-31,768 days,15,60500,229472133.54357085,1900.0,7158.5,20700.0,2597889,12611.111650485436,206,600,143677,760748107.2427418,38223.5,56053.0,74657.75,12048535,58488.03398058253,206,74.0,132.0,0.0,0.0,50.0,43.0,89.0,20.0,0.0,24.0,3.0,0.0,19.0,0.0,M,57,57.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5765,3875,1998-02-10,153936,24,6414.00,C,44,POPLATEK MESICNE,1997-10-18,6413.7,6413.7,6413.7,6413.7,1,0,0,0,1,1997-10-18,1998-12-31,439 days,15,57723,300505390.9421613,254.0,6414.0,30500.0,1142992,15657.424657534246,73,1100,117929,551101755.4414008,44647.0,57910.0,69663.0,4304295,58962.94520547945,73,29.0,44.0,14.0,0.0,1.0,10.0,34.0,0.0,0.0,14.0,10.0,0.0,9.0,0.0,M,50,50.0,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
5772,3906,1998-03-08,334620,60,5577.00,C,52,POPLATEK MESICNE,1997-07-08,5577.3,5577.3,5577.3,5577.3,1,0,0,0,1,1997-07-08,1998-12-31,541 days,15,50196,209706664.3721116,326.75,5577.0,25450.0,1242225,13215.159574468085,94,1100,98482,386780077.9981698,49630.5,68016.5,82189.5,6229572,66272.0425531915,94,38.0,56.0,18.0,0.0,2.0,10.0,46.0,0.0,0.0,18.0,10.0,0.0,13.0,0.0,F,38,41.0,2,0,0,0,139012,0.619,8363,108,2.995,2681.5
5773,3907,1998-03-16,133848,24,5577.00,C,37,POPLATEK MESICNE,1996-04-18,5577.3,5577.3,5577.3,5577.3,1,0,0,0,1,1996-04-18,1998-12-31,987 days,12,49800,177216225.87686506,115.0,5577.0,16394.0,1863663,10772.618497109826,173,600,133751,919643004.0865035,20138.0,37007.0,65540.0,7751497,44806.34104046243,173,72.0,101.0,0.0,0.0,40.0,9.0,92.0,0.0,0.0,32.0,9.0,0.0,29.0,0.0,F,39,39.0,1,0,0,0,114006,0.623,9065,123,4.895,4156.5
5774,3916,1998-07-12,96984,36,2694.00,C,8,POPLATEK MESICNE,1997-09-28,1078.0,10900.0,17241.7,4310.425,4,1,1,0,1,1997-09-28,1998-12-31,459 days,11,24243,46800633.90757262,116.75,2570.0,10900.0,535186,5693.468085106383,94,800,50063,100506671.4487532,10987.5,15570.0,26005.25,1784679,18985.94680851064,94,33.0,61.0,15.0,0.0,3.0,39.0,22.0,11.0,11.0,15.0,6.0,0.0,10.0,0.0,M,27,27.0,1,0,0,0,112065,0.694,11277,127,1.32,5083.0
5779,3942,1997-10-14,107352,36,2982.00,C,27,POPLATEK TYDNE,1996-05-10,2982.5,13428.0,16410.5,8205.25,2,1,0,0,1,1996-05-10,1998-12-31,965 days,22,56600,205608886.39992893,285.5,7500.0,16223.0,2442744,12275.095477386934,199,600,153506,731306835.9534034,36875.0,54475.0,67064.0,11412621,57349.85427135678,199,86.0,113.0,0.0,0.0,54.0,35.0,78.0,21.0,0.0,32.0,14.0,0.0,21.0,0.0,F,60,60.0,1,0,0,0,67298,0.438,8561,110,0.945,1078.0
5782,3953,1998-01-04,63576,12,5298.00,C,1,POPLATEK MESICNE,1997-06-16,5297.7,5297.7,5297.7,5297.7,1,0,0,0,1,1997-06-16,1998-12-31,563 days,6,78000,208111515.77815267,221.5,4700.0,14497.5,1265798,9966.913385826772,127,201,109399,612758042.8778899,47242.5,58021.0,71906.0,7284459,57357.944881889765,127,58.0,69.0,18.0,0.0,4.0,9.0,60.0,0.0,0.0,36.0,9.0,0.0,13.0,4.0,F,39,39.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5784,3967,1997-03-29,84600,36,2350.00,D,54,POPLATEK MESICNE,1996-09-22,2349.5,2349.5,2349.5,2349.5,1,0,0,0,1,1996-09-22,1998-12-31,830 days,15,77400,254138628.46746558,320.0,5622.0,18877.0,2395987,12677.179894179893,189,-2920,171098,1270076647.4944274,29135.0,53859.0,78450.0,10789383,57086.68253968254,189,83.0,106.0,0.0,0.0,56.0,20.0,86.0,0.0,0.0,27.0,20.0,0.0,24.0,0.0,M,61,61.0,1,0,0,0,387570,1.0,9897,140,1.78,18708.5
5790,4033,1997-03-20,84288,48,1756.00,C,57,POPLATEK MESICNE,1996-11-19,1494.0,2808.0,6058.0,2019.3333333333333,3,1,0,0,1,1996-11-19,1998-12-31,772 days,15,18368,23205096.31260371,160.0,1756.0,5090.0,648756,3884.7664670658683,167,1000,51550,65694263.93874905,28557.0,33529.0,37825.5,5554109,33258.1377245509,167,54.0,113.0,0.0,0.0,29.0,62.0,51.0,20.0,0.0,25.0,21.0,0.0,20.0,0.0,F,22,22.0,1,0,0,0,161954,0.48,8720,116,4.1,3690.0
5799,4052,1997-12-28,106128,36,2948.00,C,36,POPLATEK TYDNE,1997-01-25,2948.0,2948.0,2948.0,2948.0,1,0,0,0,1,1997-01-25,1998-12-31,705 days,16,50700,81116351.39061832,211.0,2948.0,13900.0,1023569,7471.306569343065,137,900,86533,312307820.9721984,30290.0,43284.0,54861.0,5781445,42200.32846715328,137,55.0,82.0,23.0,0.0,9.0,12.0,70.0,0.0,0.0,23.0,12.0,0.0,18.0,0.0,M,21,21.0,1,0,0,0,159617,0.852,9198,131,3.79,5964.0
5804,4079,1995-04-05,158976,48,3312.00,C,52,POPLATEK MESICNE,1993-11-03,218.0,5009.0,8860.0,2215.0,4,1,1,0,1,1993-11-03,1998-12-31,1884 days,15,61400,148879805.0569298,218.0,3312.0,11400.0,4943029,8464.090753424658,584,600,137121,789476133.2516493,26427.0,46303.5,67822.25,29968239,51315.477739726026,584,181.0,403.0,0.0,0.0,120.0,222.0,181.0,59.0,59.0,61.0,45.0,0.0,58.0,0.0,M,60,60.0,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5805,4081,1995-11-28,137904,24,5746.00,B,11,POPLATEK MESICNE,1995-07-22,5746.0,5746.0,5746.0,5746.0,1,0,0,0,1,1995-07-22,1998-12-31,1258 days,1,17817,26570132.230515093,21.5,5500.0,9100.0,1078108,5014.455813953488,215,-14137,53113,112991768.98382956,3079.5,9337.0,15212.5,2187992,10176.706976744186,215,87.0,128.0,0.0,0.0,46.0,17.0,111.0,36.0,0.0,41.0,17.0,0.0,36.0,12.0,M,31,31.0,1,0,0,0,75637,0.365,9622,154,0.495,3502.0
5808,4099,1997-07-31,41856,48,872.00,C,54,POPLATEK MESICNE,1996-05-26,403.0,1926.0,4499.0,1124.75,4,1,1,0,1,1996-05-26,1998-12-31,949 days,15,27216,50502810.10183724,403.0,1298.0,3600.0,1193213,4679.266666666666,255,800,73519,126269619.4130922,32090.0,42575.0,50532.0,10637008,41713.7568627451,255,63.0,192.0,0.0,2.0,32.0,98.0,92.0,27.0,27.0,31.0,17.0,0.0,26.0,0.0,F,39,39.0,1,1,0,0,387570,1.0,9897,140,1.78,18708.5
5815,4116,1998-06-03,151200,36,4200.00,C,6,POPLATEK MESICNE,1997-10-05,4200.2,14448.0,18648.2,9324.1,2,1,0,0,1,1997-10-05,1998-12-31,452 days,15,49467,222180227.85815617,511.75,11126.5,27835.25,1399310,14886.27659574468,94,1000,127678,835925529.607527,30241.0,45282.5,73945.0,4945105,52607.5,94,42.0,52.0,0.0,0.0,27.0,16.0,36.0,9.0,0.0,15.0,7.0,0.0,9.0,0.0,M,53,53.0,1,0,0,0,77963,0.515,8546,126,3.46,2880.0
5817,4127,1997-08-15,100800,24,4200.00,D,50,POPLATEK MESICNE,1996-05-03,69.0,11105.0,15595.2,3898.8,4,1,1,0,1,1996-05-03,1998-12-31,972 days,1,45402,78006063.64803714,15.5,132.5,3600.0,576627,4060.7535211267605,142,-2930,92355,454293312.186595,621.25,11920.5,32267.75,2509908,17675.408450704224,142,37.0,105.0,0.0,0.0,16.0,54.0,51.0,7.0,22.0,21.0,3.0,0.0,23.0,10.0,M,61,61.0,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
5823,4144,1998-06-21,212976,36,5916.00,C,1,POPLATEK MESICNE,1996-08-19,5915.7,8753.0,14668.7,7334.35,2,1,0,0,1,1996-08-19,1998-12-31,864 days,15,61900,178225542.6273795,227.0,6600.0,14300.0,2022847,10934.308108108107,185,1100,119288,471221236.4557584,32044.0,44292.0,58626.0,8847541,47824.545945945945,185,75.0,110.0,0.0,0.0,48.0,30.0,80.0,24.0,0.0,27.0,6.0,0.0,24.0,0.0,F,26,23.5,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
5830,4190,1997-08-28,405780,60,6763.00,C,62,POPLATEK MESICNE,1995-10-04,1100.0,6763.0,12006.0,3001.5,4,1,1,0,1,1995-10-04,1998-12-31,1184 days,15,16557,16474467.909212384,715.0,1530.0,5885.0,1114265,3526.1550632911394,316,700,54225,68065417.88325302,25524.25,31688.5,38306.25,10110639,31995.693037974685,316,106.0,210.0,0.0,0.0,67.0,120.0,90.0,35.0,34.0,39.0,16.0,0.0,34.0,0.0,M,48,48.0,1,0,0,0,145688,0.407,8544,109,1.53,2812.5
5836,4259,1994-08-27,79632,24,3318.00,A,66,POPLATEK MESICNE,1994-04-08,2255.0,9516.0,15089.0,5029.666666666667,3,1,0,0,1,1994-04-08,1998-12-31,1728 days,15,66165,263332815.23920038,1575.0,4050.0,14659.5,5438840,11875.196506550219,458,900,124466,439496541.21774316,39534.5,51629.0,68738.75,25604047,55904.032751091705,458,115.0,343.0,57.0,0.0,1.0,129.0,214.0,53.0,0.0,57.0,24.0,0.0,52.0,0.0,F,40,40.0,1,0,0,0,125832,0.483,8512,102,3.81,2175.0
