account_id,loan_amount,loan_duration,loan_payments,loan_status,acc_frequency,day_before_loan,sum_monthly_payment_amount,sum_monthly_payment_amount_in,sum_monthly_payment_amount_out,sum_monthly_payment_out_household,sum_monthly_payment_out_insurrance,sum_monthly_payment_in_interest_credited,sum_monthly_payment_out_payment_for_statement,sum_monthly_payment_out_sanction_interest_neg_bal,count_out_sanction_interest_neg_bal,count_monthly_payment_trans,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount,sum_other_amount_in,sum_other_amount_out,count_other_trans,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes,balance_mean,balance_min,balance_max,balance_min_last_month,balance_max_last_month,balance_mean_last_month,balance_min_last_3months,balance_max_last_3months,balance_mean_last_3months,balance_mean_per_loan_payment,balance_mean_last_month_per_loan_payment,balance_mean_per_loan_amount,balance_mean_last_month_per_loan_amount,growth_balance,amount_last_month,amount_last_month_in,amount_last_month_out,amount_last_month_per_loan_payments,amount_last_mount_in_per_loan_payments,amount_last_mount_out_per_loan_payments,amount_last_month_per_loan_amount,amount_last_mount_in_per_loan_amount,amount_last_mount_out_per_loan_amount,amount_last_3months_avg,amount_last_3months_in_avg,amount_last_3months_out_avg,amount_last_3months_per_loan_payments,amount_last_3months_in_per_loan_payments,amount_last_3months_out_per_loan_payments,amount_last_3months_per_loan_amount,amount_last_3months_in_per_loan_amount,amount_last_3months_out_per_loan_amount
2445,293160,60,4886,C,monthly,537,2190.608939,1109.117318,1081.49162,0,0,6.258845438,0.391061453,0,0,0.180633147,10015,0,0,15,88,2183.959032,1102.858473,1081.100559,67,14841,F,21,21,1,0,0,0,139012,0.619,8363,108,2.995,2681.5,49740.71134,800,131276,14841,19155,18051,11824,41646,21149.69231,10.18025201,3.694433074,0.169670867,0.061573885,-455.3208333,10103,88,10015,2.067744576,0.018010643,2.049733934,0.03446241,0.000300177,0.034162232,17763.33333,4448.333333,13315,3.635557375,0.910424342,2.725133033,0.060592623,0.015173739,0.045418884
2456,200976,48,4187,C,monthly,219,1763.255708,989.9178082,773.3378995,130.8767123,0,7.02283105,0.205479452,0,0,0.159817352,23769,9554,0,15,195,1625.150685,982.8949772,642.2557078,22,47431,M,44,44,1,0,0,0,114200,0.437,8403,105,5.71,2437.5,47938.11429,600,83554,22307,47431,38699.5,20757,82078,47909.86364,11.44927497,9.242775257,0.238526562,0.192557818,-438.2953704,49088,25319,23769,11.72390733,6.047050394,5.676856938,0.244248069,0.125980217,0.118267853,70666.33333,33746,36920.33333,16.87755752,8.059708622,8.817848897,0.351615782,0.167910596,0.183705185
2486,24516,12,2043,A,monthly,317,3730.974763,1989.548896,1741.425868,0,0,5.593059937,0.378548896,0,0,0.230283912,75057,0,0,15,290,3725.003155,1983.955836,1741.047319,55,78671,M,41,41,1,0,0,0,1204953,1,12541,167,0.315,92392,55582.32877,200,125254,35943,92785,68661.1,34595,99439,71925.55556,27.20623043,33.60797846,2.267185869,2.800664872,491.5630159,150090,75033,75057,73.46549192,36.72687225,36.73861968,6.122124327,3.060572687,3.06155164,138145,78406.33333,59738.66667,67.61869799,38.37803883,29.24065916,5.634891499,3.198169903,2.436721597
2496,165120,60,2752,C,monthly,601,620.9816972,329.4093178,291.5723794,124.3427621,0,3.06156406,0.37437604,0,0,0.193011647,9177,4982,0,15,83,493.202995,326.3477537,166.8552413,67,23825,F,49,47.5,2,0,0,0,121947,0.705,8541,131,2.735,3667.5,24377.38793,1100,37946,18257,26339,21581.42857,15129,33238,22760.28571,8.858062475,7.84208887,0.147634375,0.130701481,-219.8596825,25970,16793,9177,9.436773256,6.102107558,3.334665698,0.157279554,0.101701793,0.055577762,22760.33333,10876.66667,11883.66667,8.270469961,3.952277132,4.318192829,0.137841166,0.065871286,0.07196988
2516,466608,48,9721,C,monthly,575,1160.82087,633.2556522,527.5652174,0,0,4.476521739,0.365217391,0,0,0.177391304,29415,0,0,15,232,1155.97913,628.7791304,527.2,70,60776,F,53,53,1,0,0,0,77963,0.515,8546,126,3.46,2880,36161.0098,300,66126,41744,65576,54109.71429,35445,66126,49655.05556,3.719885794,5.566270372,0.077497621,0.115963966,208.4647266,53479,24064,29415,5.501388746,2.475465487,3.025923259,0.114612266,0.051572198,0.063040068,37579.66667,22391.33333,15188.33333,3.865823132,2.303398141,1.562424991,0.080537982,0.047987461,0.032550521
2545,428784,48,8933,C,monthly,436,960.9770642,490.4701835,470.5068807,66.52981651,17.98853211,3.061926606,0.344036697,0,0,0.252293578,21736,2637,713,15,63,873.0527523,487.4082569,385.6444954,64,8707,M,63,62.5,2,0,0,0,1204953,1,12541,167,0.315,92392,22133.89091,1100,47281,8707,20828,12295.76923,8707,42005,21253.64706,2.477766809,1.376443438,0.051620142,0.028675905,-369.6275641,36730,14994,21736,4.111720587,1.678495466,2.43322512,0.085660846,0.034968656,0.05069219,37436,14834.33333,22601.66667,4.190753386,1.660621665,2.530131721,0.087307362,0.034596285,0.052711078
2572,360000,48,7500,C,after_transaction,578,3505.278547,1808.66782,1696.610727,0,0,12.65224913,2.422145329,0.01384083,0.010380623,0.235294118,88800,0,0,100,590,3490.190311,1796.015571,1694.17474,80,64765,F,26,26,1,0,0,0,197099,0.747,9624,145,1.955,4374.5,51149.66912,600,126072,45637,118865,77260.75,31348,118865,60433.73913,6.819955882,10.30143333,0.142082414,0.214613194,389.4238889,162618,73818,88800,21.6824,9.8424,11.84,0.451716667,0.20505,0.246666667,105118,57395,47723,14.01573333,7.652666667,6.363066667,0.291994444,0.159430556,0.132563889
2580,89340,60,1489,C,monthly,267,768.3520599,461.928839,306.423221,93.93258427,0,5.299625468,0.280898876,0,0,0.164794007,19411,5016,0,15,210,668.8389513,456.6292135,212.2097378,25,41537,F,28,28,2,0,0,0,110643,0.519,8441,115,3.94,2065.5,39644.84091,500,54020,41327,52923,45274.42857,35922,54020,44672.11111,26.625145,30.4059292,0.443752417,0.506765487,142.6306878,31163,11752,19411,20.92881128,7.892545332,13.03626595,0.348813521,0.131542422,0.217271099,27015,13657.33333,13357.66667,18.14304903,9.172151332,8.970897694,0.30238415,0.152869189,0.149514962
2622,136344,24,5681,C,monthly,638,1016.366771,539.4090909,476.9576803,188.3056426,0,3.948275862,0.376175549,0,0,0.203761755,20882,7067,0,15,167,823.7366771,535.460815,288.2758621,77,39848,F,35,36,2,0,0,0,1204953,1,12541,167,0.315,92392,31673.95385,300,57858,29314,39915,35646.85714,25957,49228,36431.83333,5.575418737,6.274750421,0.232309114,0.261447934,-108.3805996,38650,17768,20882,6.803379687,3.127618377,3.67576131,0.283474154,0.130317432,0.153156721,30063.33333,16348,13715.33333,5.291908702,2.877662383,2.414246318,0.220496196,0.119902599,0.100593597
2694,91632,12,7636,A,monthly,365,1209.013699,649.7917808,559.2219178,77.41369863,0,5.665753425,0.328767123,0,0,0.191780822,17647,3532,0,15,166,1125.605479,644.1260274,481.4794521,42,33062,F,37,37.5,2,0,0,0,94725,0.634,9920,130,2.535,4567.5,40977.01429,700,64578,33062,50542,41327.16667,26516,59128,40211.15385,5.366293123,5.412148594,0.447191094,0.451012383,-24.77433862,35398,17751,17647,4.635673127,2.324646412,2.311026716,0.386306094,0.193720534,0.19258556,41464,20783.66667,20680.33333,5.430068098,2.721800244,2.708267854,0.452505675,0.226816687,0.225688988
2699,231168,48,4816,C,monthly,613,3090.344209,1582.202284,1508.141925,91.59053834,0,6.954323002,0.367047308,0,0,0.234910277,64920,3743,0,15,291,2991.4323,1575.247961,1416.184339,95,45405,F,21,21,1,0,0,1,182027,0.564,8746,90,3.52,4394,54599.00694,300,122437,45405,105905,63216.375,21181,105905,59184.72727,11.3370031,13.12632371,0.236187565,0.273465077,201.8300926,110110,45190,64920,22.86337209,9.383305648,13.48006645,0.476320252,0.195485534,0.280834718,98566.66667,52613.33333,45953.33333,20.46650055,10.92469546,9.541805094,0.426385428,0.227597822,0.198787606
2705,93888,36,2608,A,after_transaction,156,867.4102564,544.974359,322.4358974,0,0,4.942307692,0.641025641,0,0,0.121794872,15700,0,0,100,189,861.8269231,540.0320513,321.7948718,13,34716,F,49,49,1,0,0,0,86513,0.505,8288,110,4.11,1511,37510.31579,600,52378,34716,50227,45020.4,34578,52378,45787.91667,14.3827898,17.26242331,0.399521939,0.479511759,-351.587619,31538,15838,15700,12.09279141,6.072852761,6.01993865,0.335910873,0.168690354,0.167220518,31313.33333,15846.66667,15466.66667,12.00664622,6.076175869,5.930470348,0.33351795,0.168782663,0.164735287
2720,93888,36,2608,C,weekly,315,4166,2202.301587,1963.698413,177.3142857,0,7.453968254,0.761904762,0,0,0.288888889,12955,6206,0,30,144,3980.469841,2194.847619,1785.622222,64,75159,M,63,59.5,2,0,0,0,88884,0.467,8507,132,1.725,2416.5,69554.36264,200,144694,16784,75159,40919.125,16784,90030,53346.52381,26.66961758,15.68984854,0.74082271,0.435829126,-100.0689815,73474,60519,12955,28.17254601,23.20513804,4.967407975,0.782570723,0.644587168,0.137983555,49434.33333,24212.66667,25221.66667,18.95488241,9.283997955,9.670884458,0.526524511,0.257888832,0.268635679
2725,69624,36,1934,C,monthly,585,1376.169231,730.6923077,645.4769231,81.97435897,11.03247863,6.547008547,0.384615385,0,0,0.247863248,15239,3197,461,15,222,1276.230769,724.1452991,552.0854701,82,49870,M,52,52,1,1,0,0,139012,0.619,8363,108,2.995,2681.5,49145.64828,1100,74473,44161,64411,54329.71429,41267,64411,51707.5,25.41140035,28.0918895,0.705872232,0.780330264,91.08571429,35711,20472,15239,18.46483971,10.58531541,7.879524302,0.512912214,0.294036539,0.218875675,38227,20468,17759,19.76577042,10.58324716,9.182523268,0.549049178,0.293979088,0.255070091
2728,156420,60,2607,C,weekly,344,1941.375,1002.723837,938.6511628,228.3546512,0,7.229651163,0.610465116,0,0,0.183139535,18026,11222,0,30,169,1705.180233,995.494186,709.6860465,38,22040,M,42,42,1,0,0,0,139012,0.619,8363,108,2.995,2681.5,49909.2381,400,94695,22040,40036,33408,22040,61956,41975.8125,19.14431841,12.81472957,0.319071974,0.213578826,71.38888889,22395,4369,18026,8.590333717,1.675872651,6.914461066,0.143172229,0.027931211,0.115241018,25125.33333,9382,15743.33333,9.637642245,3.598772535,6.03886971,0.160627371,0.059979542,0.100647828
2753,66432,24,2768,C,monthly,595,1502.571429,766.1932773,736.3781513,173.1680672,0,3.618487395,0.352941176,0,0,0.179831933,21384,6869,0,15,82,1325.431933,762.5747899,562.8571429,60,17745,F,28,32,2,0,0,0,170449,1,10787,131,2.845,6151,33039.8785,700,69032,17093,39114,23134.8,17026,41595,24454.27778,11.93637229,8.357947977,0.497348846,0.348247832,-85.52761905,43487,22103,21384,15.71062139,7.985187861,7.725433526,0.654609224,0.332716161,0.321893064,45830,22112.66667,23717.33333,16.55708092,7.988680154,8.568400771,0.689878372,0.332861673,0.357016699
2754,335280,48,6985,C,weekly,464,2839.959052,1452.146552,1387.8125,62.11206897,0,5.827586207,0.711206897,0,0,0.209051724,36938,2882,0,30,155,2771.30819,1446.318966,1324.989224,61,29881,F,47,47,1,0,0,0,161954,0.48,8720,116,4.1,3690,43629.51546,500,123335,21614,63526,33374.28571,18760,69795,34371.25,6.246172579,4.77799366,0.130128595,0.099541535,-497.8344322,79005,42067,36938,11.31066571,6.022476736,5.288188976,0.235638869,0.125468265,0.110170604,83372,42123.33333,41248.66667,11.93586256,6.030541637,5.905320926,0.248663803,0.125636284,0.123027519
2762,111384,24,4641,A,monthly,472,4355.533898,2233.186441,2122.347458,204.4237288,0,8.243644068,0.444915254,0,0,0.322033898,73240,6892,0,15,197,4142.42161,2224.942797,1917.478814,108,52319,M,32,32,1,0,0,0,51428,0.527,8402,120,3.54,1049,65097.29605,500,141386,20378,52319,29398.25,20378,129099,63160.57143,14.0265667,6.334464555,0.584440279,0.263936023,-120.175,112296,39056,73240,24.19650937,8.41542771,15.78108166,1.008187891,0.350642821,0.657545069,134060.3333,70187,63873.33333,28.88608777,15.1232493,13.76283847,1.20358699,0.630135387,0.573451603
2824,50460,60,841,C,monthly,269,1021.936803,588.1635688,433.7732342,135.4832714,0,3.959107807,0.223048327,0,0,0.159851301,12604,7289,0,15,153,882.2713755,584.204461,298.0669145,26,41531,F,52,52,1,0,1,0,75637,0.365,9622,154,0.495,3502,37570.65116,800,51971,33997,49420,39227.33333,28899,51826,38797.33333,44.6737826,46.64367816,0.744563043,0.777394636,181.9912037,28042,15438,12604,33.34363853,18.35671819,14.98692033,0.555727309,0.305945303,0.249782006,36384,17986.66667,18397.33333,43.2627824,21.38723742,21.87554499,0.721046373,0.356453957,0.364592416
2872,268320,60,4472,C,monthly,257,940.0856031,494.6575875,445.4280156,78.59922179,0,3.544747082,0.233463035,0,0,0.20233463,16614,4040,0,15,76,857.7081712,491.1128405,366.5953307,35,12653,F,47,47,1,0,0,0,1204953,1,12541,167,0.315,92392,24411.40385,200,49190,8603,20752,15134.85714,8603,32610,19277.04545,5.45872179,3.384359826,0.090978697,0.056405997,-314.8126984,28839,12225,16614,6.448792487,2.733676208,3.715116279,0.107479875,0.04556127,0.061918605,29050.33333,12803,16247.33333,6.496049493,2.862924866,3.633124627,0.108267492,0.047715414,0.060552077
2910,437460,60,7291,C,monthly,312,2992.641026,1550.830128,1441.810897,108.6217949,0,5.548076923,0.240384615,0,0,0.169871795,45749,6778,0,15,189,2878.230769,1545.282051,1332.948718,34,34015,F,46,46,1,1,0,0,228848,0.572,9893,96,4.36,5755,48935.43396,900,101929,21567,65315,39623.625,17707,83329,40901.04545,6.711758876,5.43459402,0.111862648,0.090576567,-303.4041667,89686,43937,45749,12.30091894,6.026196681,6.27472226,0.205015316,0.100436611,0.104578704,101773.6667,51224.66667,50549,13.95880766,7.025739496,6.933068166,0.232646794,0.117095658,0.115551136
2912,380160,60,6336,C,monthly,579,2991.017271,1516.70639,1474.310881,0,0,6.723661485,0.336787565,0,0,0.188255613,10756,0,0,15,155,2983.956822,1509.982729,1473.974093,81,24550,M,50,50,1,1,0,0,323870,1,10673,100,5.07,18564.5,64777.16514,1100,147375,22050,30650,26129.2,22050,108665,49319.95455,10.22366874,4.123926768,0.170394479,0.068732113,-224.3628571,19511,8755,10756,3.079387626,1.381786616,1.69760101,0.051323127,0.023029777,0.02829335,85095.33333,36241.66667,48853.66667,13.43045034,5.719960017,7.71049032,0.223840839,0.095332667,0.128508172
2933,272520,60,4542,C,monthly,333,2718.873874,1404.492492,1314.381381,177.3873874,0,5.168168168,0.405405405,0,0,0.252252252,35350,5907,0,15,174,2535.912913,1399.324324,1136.588589,54,30010,M,60,59,2,0,0,0,92084,0.467,10124,141,0.52,4063,44602.65476,1100,121891,28710,58845,35524.85714,26240,74181,42060.42105,9.820047284,7.821412845,0.163667455,0.130356881,132.5854497,63457,28107,35350,13.97115808,6.188243065,7.782915015,0.232852635,0.103137384,0.12971525,55615.66667,28451,27164.66667,12.24475268,6.263980625,5.980772053,0.204079211,0.104399677,0.099679534
2936,504000,60,8400,C,monthly,664,777.6084337,408.3599398,369.248494,115.1295181,0,2.483433735,0.384036145,0,0,0.186746988,26982,4247,0,15,115,659.6114458,405.876506,253.7349398,68,25977,M,28,28,1,0,0,0,75232,0.417,8980,111,2.055,2818.5,20942.60484,200,39173,18233,30688,25274.8,17182,39173,25458.68182,2.493167243,3.008904762,0.041552787,0.050148413,-303.7066667,40768,13786,26982,4.853333333,1.641190476,3.212142857,0.080888889,0.027353175,0.053535714,33235.66667,17100.33333,16135.33333,3.956626984,2.035753968,1.920873016,0.065943783,0.033929233,0.03201455
2962,31248,12,2604,A,monthly,570,2914.842105,1504.717544,1410.124561,0,0,7.771929825,0.315789474,0,0,0.210526316,28814,0,0,15,222,2906.754386,1496.945614,1409.808772,90,53922,F,60,60,1,0,0,0,1204953,1,12541,167,0.315,92392,64493.25833,1000,144715,22786,53922,40011.28571,22786,66092,48869.35,24.76699629,15.36531709,2.063916357,1.280443091,-321.1601587,61972,33158,28814,23.79877112,12.73348694,11.06528418,1.983230927,1.061123912,0.922107015,55259.33333,20978,34281.33333,21.22094214,8.056067588,13.16487455,1.768411845,0.671338966,1.097072879
2982,41256,12,3438,C,monthly,682,3493.856305,1805.502933,1688.353372,226.8577713,6.296187683,9.461876833,0.395894428,0,0,0.315249267,28120,8143,226,15,217,3250.844575,1796.041056,1454.803519,137,80067,M,61,60,2,0,1,0,51428,0.527,8402,120,3.54,1049,63500.52093,900,124520,38604,88436,56816.81818,36927,98779,59972.1875,18.47019224,16.52612513,1.539182687,1.377177094,7.27020202,77989,49869,28120,22.68440954,14.5052356,8.179173938,1.890367462,1.208769634,0.681597828,93973.33333,49299.66667,44673.66667,27.33372116,14.33963545,12.99408571,2.277810096,1.194969621,1.082840476
2986,24792,24,1033,C,monthly,606,1600.471947,857.3184818,743.1534653,87.15511551,0,5.932343234,0.371287129,0,0,0.222772277,26907,6602,0,15,231,1507.013201,851.3861386,655.6270627,85,69189,M,41,41,1,1,0,0,86513,0.505,8288,110,4.11,1511,47061.87407,500,72490,37346,72490,57737,37292,72490,56318,45.55844538,55.89254598,1.898268557,2.328856083,300.7088889,85711,58804,26907,82.97289448,56.92545983,26.04743466,3.457203937,2.371894159,1.085309777,61121,35381.33333,25739.66667,59.16844143,34.25104873,24.91739271,2.465351726,1.42712703,1.038224696
2988,88608,12,7384,C,after_transaction,632,2512.506329,1279.066456,1233.439873,0,0,5.452531646,2.848101266,0,0,0.212025316,10400,0,0,100,62,2504.205696,1273.613924,1230.591772,95,28834,M,52,48,2,0,0,0,125832,0.483,8512,102,3.81,2175,51249.07463,900,148386,9913,31534,26637.4,9913,37336,25313.57143,6.940557235,3.607448537,0.57837977,0.300620711,-272.7696296,32021,21621,10400,4.336538462,2.928087757,1.408450704,0.361378205,0.244007313,0.117370892,22499.33333,7599.333333,14900,3.047038642,1.029162152,2.01787649,0.253919887,0.085763513,0.168156374
2994,48744,36,1354,C,monthly,134,1190.238806,829.7910448,360.4477612,0,0,5.313432836,0,0,0,0.104477612,16700,0,0,0,248,1184.925373,824.4776119,360.4477612,10,62891,F,35,35,1,1,0,0,148545,0.535,8909,113,4.78,3525,42930,900,62891,43822,62891,55745,40497,62891,53564.33333,31.70605613,41.17060561,0.880723781,1.143627934,-110.4013889,36017,19317,16700,26.60044313,14.26661743,12.3338257,0.738901198,0.396294929,0.342606269,35388.33333,19288.33333,16100,26.13613983,14.24544559,11.89069424,0.726003884,0.395706822,0.330297062
3005,390000,48,8125,C,after_transaction,510,931.5176471,488.5039216,443.0137255,40.48823529,0,2.039215686,0.588235294,0,0,0.08627451,40579,6883,0,100,161,888.4019608,486.4647059,401.9372549,33,23300,M,52,52,1,0,0,0,95907,0.591,8388,87,2.67,1663,48798.84091,600,120715,23139,45818,30938.5,23139,120715,61871.25,6.006011189,3.807815385,0.125125233,0.079329487,-170.7388889,40740,161,40579,5.014153846,0.019815385,4.994338462,0.104461538,0.000412821,0.104048718,113875,49362.66667,64512.33333,14.01538462,6.075405128,7.939979487,0.291987179,0.12657094,0.165416239
3021,155616,48,3242,C,monthly,228,1204.105263,655.6622807,548.4429825,0,0,4.425438596,0.197368421,0,0,0.131578947,29415,0,0,15,167,1199.482456,651.2368421,548.245614,20,24447,F,40,40,1,0,0,0,92084,0.467,10124,141,0.52,4063,39426.13333,300,62154,24447,53695,35623.5,24447,59978,41304.70588,12.16105285,10.98812461,0.253355268,0.228919263,355.4222222,49033,19618,29415,15.12430598,6.051202961,9.073103023,0.315089708,0.126066728,0.18902298,44603,19621.33333,24981.66667,13.75786552,6.052231133,7.705634382,0.286622198,0.126088149,0.16053405
3037,277884,36,7719,D,monthly,693,1809.932179,913.3419913,896.5901876,117.7489177,0,4.949494949,0.324675325,0,0,0.168831169,15,0,0,15,0,1686.909091,908.3924964,778.5165945,69,11614,F,19,19,1,0,0,0,105606,0.53,8254,97,3.23,2245.5,46487.04274,1000,129394,3614,11614,7614,3592,11614,4766.142857,6.022417766,0.986397202,0.167289382,0.027399922,-673.7655556,8015,8000,15,1.038346936,1.036403679,0.001943257,0.02884297,0.028788991,5.40E-05,5637,2688.666667,2948.333333,0.730275942,0.348318003,0.381957939,0.020285443,0.0096755,0.010609943
3050,82896,12,6908,A,monthly,482,2814.354772,1457.056017,1357.298755,221.7344398,0.935684647,8.002074689,0.342323651,0,0,0.261410788,42309,9716,41,15,300,2583.340249,1449.053942,1134.286307,78,64301,M,27,25.5,2,1,0,0,110643,0.519,8441,115,3.94,2065.5,57141.80159,900,107681,48086,90095,74499.4,25847,90095,72053.21429,8.271829992,10.78451071,0.689319166,0.898709226,529.3488889,84054,41745,42309,12.16763173,6.042993631,6.124638101,1.013969311,0.503582803,0.510386508,93034,48640,44394,13.46757383,7.041111754,6.426462073,1.122297819,0.586759313,0.535538506
3064,15420,12,1285,A,monthly,667,711.3583208,379.5622189,331.7961019,37.08395802,0,3.256371814,0.382308846,0,0,0.226386807,6984,1455,0,15,101,670.6356822,376.3058471,294.3298351,96,31867,F,34,34,1,0,0,0,128118,0.853,9317,97,6.735,6910.5,24577.23179,1000,41137,23013,32667,29417.14286,11342,32667,24787.55556,19.12625042,22.89271818,1.593854202,1.907726515,-156.0111111,16739,9755,6984,13.02645914,7.591439689,5.435019455,1.085538262,0.632619974,0.452918288,24459,12328.33333,12130.66667,19.03424125,9.594033722,9.440207523,1.58618677,0.79950281,0.78668396
3084,253512,36,7042,D,weekly,213,1549.286385,805.9061033,743.3802817,92.95774648,0,3.615023474,0.281690141,0,0,0.136150235,18930,10800,0,30,92,1452.431925,802.2910798,650.1408451,19,13318,F,54,54,1,0,0,0,108871,0.621,8444,106,3.335,2450,37095.68966,300,111044,4418,23348,15924,4418,75492,30437,5.267777571,2.261289406,0.146327155,0.062813595,-512.8416667,27922,8992,18930,3.965066742,1.276909969,2.688156774,0.110140743,0.035469721,0.074671021,49918,13704.66667,36213.33333,7.08861119,1.946132727,5.142478463,0.196905866,0.054059242,0.142846624
3112,123216,48,2567,C,monthly,561,2769.094474,1453.68984,1315.404635,28.78431373,0,7.397504456,0.267379679,0,0,0.228163993,93087,1468,0,15,304,2732.645276,1446.292335,1286.352941,89,77581,F,22,21.5,2,0,0,1,85852,0.598,8965,104,7.615,2737.5,70622.99219,700,138434,47411,117779,83921.75,29208,117779,73090.66667,27.51187853,32.69253993,0.573164136,0.681094582,540.675,178312,85225,93087,69.4631866,33.20023374,36.26295286,1.447149721,0.691671536,0.755478185,153493,80352.66667,73140.33333,59.79470199,31.30216855,28.49253344,1.245722958,0.652128511,0.593594447
3115,321180,60,5353,C,monthly,233,2215.596567,1187.592275,1028.004292,252.7553648,0,4.673819742,0.193133047,0,0,0.163090129,19738,14723,0,15,99,1957.974249,1182.918455,775.055794,24,37184,M,63,59,2,0,0,0,177686,0.748,10045,135,1.555,6449.5,40524.36842,700,90257,19702,51907,28697.16667,19592,52264,30689.04545,7.570403217,5.360950246,0.126173387,0.089349171,-217.3137037,51957,32219,19738,9.706146086,6.018867925,3.687278162,0.161769101,0.100314465,0.061454636,76163.66667,32929.66667,43234,14.22822094,6.15162837,8.076592565,0.237137016,0.10252714,0.134609876
3137,253560,60,4226,C,monthly,645,1730.590698,893.7534884,836.8372093,0,0,4.488372093,0.372093023,0,0,0.16744186,30315,0,0,15,173,1725.730233,889.2651163,836.4651163,72,36719,F,48,48,1,0,0,0,119895,0.899,10446,90,8.35,4845,39822.71296,900,76510,36719,67019,45251.66667,36719,68376,46936.8125,9.423263834,10.70791923,0.157054397,0.178465321,81.92962963,55847,25532,30315,13.21509702,6.041646947,7.173450071,0.220251617,0.100694116,0.119557501,53117,25535.33333,27581.66667,12.56909607,6.042435715,6.526660357,0.209484935,0.100707262,0.108777673
3143,130896,24,5454,C,monthly,574,723.3728223,399.7038328,323.6689895,109.1219512,0,4.066202091,0.365853659,0,0,0.196864111,11789,4474,0,15,176,609.8188153,395.6376307,214.1811847,67,43648,F,45,48,2,0,0,0,85852,0.598,8965,104,7.615,2737.5,31685.17699,300,49093,31436,43648,39733.83333,30466,43769,39206.35,5.809530068,7.285264638,0.242063753,0.303552693,-365.5759259,24177,12388,11789,4.432893289,2.271360469,2.16153282,0.184703887,0.09464002,0.090063867,25310.33333,12314.66667,12995.66667,4.640691847,2.25791468,2.382777167,0.19336216,0.094079778,0.099282382
3161,30012,12,2501,C,monthly,659,1444.349014,794.0364188,650.3125948,0,0,5.256449165,0.273141123,0,0,0.15629742,29815,0,0,15,231,1438.819423,788.7799697,650.0394537,70,94720,M,46,46,1,0,0,0,78955,0.59,9060,124,2.07,1686,46609.43689,700,107744,49541,94720,70398,34301,104073,64129.36842,18.63632023,28.14794082,1.553026686,2.345661735,339.6314815,77509,47694,29815,30.99120352,19.06997201,11.92123151,2.582600293,1.589164334,0.993435959,90497.66667,48007.66667,42490,36.18459283,19.19538851,16.98920432,3.015382736,1.599615709,1.415767027
3166,177744,48,3703,D,monthly,511,1250.606654,639.223092,611.3835616,0,0,3.545988258,0.410958904,0.043052838,0.003913894,0.18590998,18615,0,0,15,35,1246.606654,635.6771037,610.9295499,64,14231,M,27,27,1,1,0,0,161227,0.697,8678,102,5.735,4787.5,26746.58947,-2486,89734,2810,21410,8572.833333,2810,47997,22558.52941,7.222951519,2.31510487,0.150478157,0.048231351,-825.9431217,37950,19335,18615,10.2484472,5.221442074,5.027005131,0.213509317,0.108780043,0.104729274,34750.33333,16217,18533.33333,9.384373031,4.37942209,5.004950941,0.195507771,0.09123796,0.104269811
3189,222180,60,3703,D,monthly,382,1811.010471,983.4842932,827.526178,0,0,7.005235602,0.235602094,0,0,0.154450262,44615,0,0,15,347,1803.769634,976.4790576,827.2905759,41,59579,M,60,60,1,0,0,0,45714,0.556,8843,113,3.2,853,55230.45763,800,130659,59579,93440,67639.57143,45347,130659,80709.42857,14.91505742,18.26615486,0.24858429,0.304435914,412.5994048,63407,18792,44615,17.1231434,5.074804213,12.04833918,0.285385723,0.08458007,0.200805653,111573.6667,53692,57881.66667,30.13061482,14.49959492,15.63101989,0.502176914,0.241659915,0.260516998
3229,39024,12,3252,A,monthly,530,2648.807547,1357.813208,1290.99434,193.245283,0,7.379245283,0.424528302,0,0,0.256603774,26369,6828,0,30,370,2447.758491,1350.433962,1097.324528,89,35437,M,63,63,1,1,0,0,197099,0.747,9624,145,1.955,4374.5,60290.05882,300,134678,35234,59887,47672.22222,16704,62321,39398.18182,18.53937848,14.65935493,1.544948207,1.221612911,75.54135802,28439,2070,26369,8.745079951,0.636531365,8.108548585,0.728756663,0.05304428,0.675712382,39998.66667,20473,19525.66667,12.299713,6.295510455,6.004202542,1.024976083,0.524625871,0.500350212
3230,77184,36,2144,C,monthly,573,1956.757417,997.9633508,958.7940663,0,0,6.917975567,0.235602094,0,0,0.134380454,2515,0,0,15,103,1949.603839,991.0453752,958.5584642,52,22446,F,45,45,1,0,0,0,1204953,1,12541,167,0.315,92392,50722.35065,200,142918,22446,23061,22877.75,22446,106348,34609.875,23.6578128,10.67059235,0.657161467,0.296405343,-4.419444444,2618,103,2515,1.22108209,0.048041045,1.173041045,0.033918947,0.001334473,0.032584473,55750.33333,16340.33333,39410,26.00295398,7.621424129,18.38152985,0.722304277,0.211706226,0.510598051
