account_id,loan_amount,loan_duration,loan_payments,loan_status,acc_frequency,day_before_loan,sum_monthly_payment_amount,sum_monthly_payment_amount_in,sum_monthly_payment_amount_out,sum_monthly_payment_out_household,sum_monthly_payment_out_insurrance,sum_monthly_payment_in_interest_credited,sum_monthly_payment_out_payment_for_statement,sum_monthly_payment_out_sanction_interest_neg_bal,count_out_sanction_interest_neg_bal,count_monthly_payment_trans,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount,sum_other_amount_in,sum_other_amount_out,count_other_trans,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
1869,37944,36,1054,C,monthly,594,1596.180135,859.462963,736.7171717,0,0,7.422558923,0.353535354,0,0,0.18013468,48515,0,0,15,391,1588.40404,852.040404,736.3636364,75,72915,F,33,33,1,1,0,0,1204953,1,12541,167,0.315,92392
1876,209040,24,8710,C,monthly,355,1279.890141,720.9352113,558.9549296,45.92394366,0,5.38028169,0.295774648,0,0,0.185915493,10767,2329,0,15,176,1228.290141,715.5549296,512.7352113,41,57504,M,20,20,1,0,0,1,1204953,1,12541,167,0.315,92392
1886,162468,36,4513,C,monthly,148,1528.641892,1016.47973,512.1621622,0,0,5.547297297,0,0,0,0.101351351,36300,0,0,0,317,1523.094595,1010.932432,512.1621622,11,74639,F,42,43.5,2,0,0,0,105058,0.81,9272,118,3.01,4422.5
1888,57360,12,4780,B,monthly,313,1997.591054,1022.782748,974.8083067,9.776357827,62.66453674,8.277955272,0.239616613,0.006389776,0.003194888,0.239616613,25269,510,3269,15,109,1916.626198,1014.504792,902.1214058,39,15016,M,42,42,1,0,0,0,77963,0.515,8546,126,3.46,2880
1906,44952,24,1873,C,monthly,433,1960.685912,1040.062356,920.6235566,152.8752887,0,6.307159353,0.311778291,0,0,0.205542725,18428,7355,0,15,252,1801.191686,1033.755196,767.4364896,57,51733,M,29,29,1,0,0,0,1204953,1,12541,167,0.315,92392
1928,55632,24,2318,C,monthly,644,1069.25,564.4720497,504.7779503,0,0,3.968944099,0.395962733,0,0,0.177018634,12115,0,0,15,167,1064.885093,560.5031056,504.3819876,76,38464,M,51,51,1,0,0,0,285387,0.899,10177,81,7.175,9993
1967,249312,48,5194,C,weekly,433,1385.117783,756.5635104,628.5542725,196.2678984,0,4.909930716,0.415704388,0,0,0.138568129,19494,14164,0,30,50,1183.524249,751.6535797,431.8706697,35,55427,M,44,44,1,0,0,0,170449,1,10787,131,2.845,6151
1978,205200,36,5700,A,weekly,541,2204.253235,1152.574861,1051.678373,168.2310536,8.554528651,7.591497227,0.720887246,0,0,0.23844732,45087,7001,356,30,282,2019.155268,1144.983364,874.1719039,73,54586,F,36,36,1,0,0,0,161954,0.48,8720,116,4.1,3690
1993,68400,12,5700,B,monthly,167,608.0658683,375.7305389,232.3353293,0,0,4.017964072,0,0,0,0.083832335,3900,0,0,0,148,604.0479042,371.7125749,232.3353293,9,23946,F,23,23,1,0,0,0,228848,0.572,9893,96,4.36,5755
2000,290820,60,4847,C,monthly,342,1338.508772,747.3070175,591.2017544,77.61403509,0.286549708,5.932748538,0.307017544,0,0,0.245614035,13935,3318,14,15,178,1254.368421,741.374269,512.994152,51,53389,M,62,62,1,1,0,0,95616,0.514,9307,118,4.115,2828
2018,38520,12,3210,A,monthly,597,453.1976549,238.3149079,214.8827471,83.4840871,0,2.623115578,0.376884422,0,0,0.190954774,11690,3115,0,15,74,366.7135678,235.6917923,131.0217755,64,16514,M,60,60,1,0,0,0,95907,0.591,8388,87,2.67,1663
2035,176328,36,4898,C,monthly,625,2036.8208,1047.5456,989.2752,215.1424,3.0976,5.5296,0.36,0,0,0.2736,59150,8404,121,15,287,1812.6912,1042.016,770.6752,105,36423,M,56,56.5,2,0,0,0,107911,0.509,8240,99,3.03,1876.5
2051,293880,60,4898,D,weekly,531,1913.350282,956.4839925,956.86629,0,0,5.789077213,0.621468927,0.035781544,0.001883239,0.169491525,49,0,0,30,7,1906.903955,950.6949153,956.2090395,64,-205,F,24,24,1,0,1,0,197099,0.747,9624,145,1.955,4374.5
2055,271260,60,4521,C,monthly,458,757.4672489,391.3755459,366.0917031,149.4323144,0,2.065502183,0.327510917,0,0,0.159388646,16959,6844,0,15,65,605.6419214,389.3100437,216.3318777,39,11585,M,28,28,1,0,0,0,114006,0.623,9065,123,4.895,4156.5
2062,86184,12,7182,A,monthly,237,2943.021097,1555.181435,1387.839662,1.35443038,0,8.316455696,0.189873418,0,0,0.17721519,61444,107,0,15,214,2933.160338,1546.864979,1386.295359,29,39661,F,59,59,1,1,0,0,285387,0.899,10177,81,7.175,9993
2064,83628,36,2323,C,monthly,239,918.8535565,525.9832636,392.8702929,0,0,3.154811715,0.188284519,0,0,0.142259414,17115,0,0,15,91,915.5104603,522.8284519,392.6820084,24,31815,F,22,22,1,0,0,0,387570,1,9897,140,1.78,18708.5
2073,44640,24,1860,C,monthly,417,1084.877698,589.4940048,495.383693,0,0,4.959232614,0.323741007,0,0,0.160671463,14715,0,0,15,160,1079.594724,584.5347722,495.059952,45,39261,M,42,42,1,0,0,0,108871,0.621,8444,106,3.335,2450
2080,214596,36,5961,C,monthly,138,3322.572464,1974.746377,1347.826087,0,0,6.471014493,0,0,0,0.123188406,7100,0,0,0,188,3316.101449,1968.275362,1347.826087,13,86514,M,62,62,2,1,0,0,323870,1,10673,100,5.07,18564.5
2106,101520,12,8460,A,monthly,245,832.9142857,450.5795918,382.3346939,56.62040816,0,3.612244898,0.244897959,0,0,0.155102041,14483,3468,0,15,78,772.4367347,446.9673469,325.4693878,22,16735,F,23,23,1,0,0,0,1204953,1,12541,167,0.315,92392
2116,92400,12,7700,A,monthly,459,2083.013072,1092.143791,990.869281,31.32244009,0,5.520697168,0.392156863,0,0,0.226579521,16729,1307,0,15,144,2045.777778,1086.623094,959.1546841,66,46504,F,25,25,1,1,0,0,285387,0.899,10177,81,7.175,9993
2134,22932,36,637,C,monthly,223,828.0313901,517.3542601,310.67713,55.92825112,0,5.01793722,0.201793722,0,0,0.183856502,14774,3118,0,15,198,766.8834081,512.3363229,254.5470852,27,49208,F,46,46,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
2142,23328,12,1944,C,monthly,187,1150.048128,649.3743316,500.6737968,104.4705882,0,4.802139037,0.160427807,0,0,0.144385027,29651,19536,0,15,186,1040.614973,644.5721925,396.0427807,17,27808,F,35,37,2,0,0,0,95907,0.591,8388,87,2.67,1663
2143,71460,36,1985,C,monthly,240,1308.841667,757.8541667,550.9875,90.8,0,6.416666667,0.1875,0,0,0.129166667,28579,7264,0,15,233,1211.4375,751.4375,460,18,49664,F,19,20.5,2,0,0,1,1204953,1,12541,167,0.315,92392
2153,61560,12,5130,A,weekly,326,2121.159509,1091.334356,1029.825153,37.29754601,40.91411043,5.027607362,0.552147239,0,0,0.217791411,21193,1737,2223,30,79,2037.368098,1086.306748,951.0613497,42,20051,M,56,56,1,1,0,0,51313,0.592,8930,108,3.85,1390
2165,78600,24,3275,C,monthly,136,1137.198529,815.1397059,322.0588235,0,0,5.066176471,0,0,0,0.102941176,18600,0,0,0,271,1132.132353,810.0735294,322.0588235,10,67059,M,43,43,1,0,0,0,121947,0.705,8541,131,2.735,3667.5
2167,170256,24,7094,A,monthly,448,1562.256696,829.4553571,732.8013393,132.1875,0,4.857142857,0.301339286,0,0,0.171875,21157,5922,0,15,189,1424.910714,824.5982143,600.3125,45,43303,F,34,34,1,1,0,0,93931,0.569,8427,107,1.32,1893.5
2176,299088,36,8308,B,monthly,419,3833.112172,1939.75895,1893.353222,31.07398568,0,5.875894988,0.393794749,0,0,0.30071599,6235,1085,0,15,117,3795.768496,1933.883055,1861.885442,90,19449,F,33,33,1,0,0,0,106054,0.631,8110,109,6.125,3161.5
2187,53472,12,4456,A,weekly,617,3165.645057,1634.918963,1530.726094,0,0,7.824959481,0.875202593,0,0,0.217179903,44730,0,0,30,366,3156.944895,1627.094003,1529.850891,96,64314,M,59,62,2,0,0,0,81344,0.553,8899,149,3.635,2737
2218,182040,60,3034,C,monthly,362,2858.70442,1482.867403,1375.837017,0,0,7.46961326,0.290055249,0,0,0.162983425,75415,0,0,15,282,2850.944751,1475.39779,1375.546961,41,38748,F,48,49,2,1,0,0,51428,0.527,8402,120,3.54,1049
2227,92976,24,3874,A,weekly,569,2306.326889,1172.082601,1134.244288,258.7803163,0,5.425307557,0.579964851,0,0,0.191564148,51781,26772,0,30,220,2041.541301,1166.657293,874.884007,71,21532,F,29,25.5,2,1,0,0,51313,0.592,8930,108,3.85,1390
2228,185952,48,3874,C,monthly,375,1113.698667,666.6986667,447,12.33333333,0,5.696,0,0,0,0.090666667,98025,4625,0,0,193,1095.669333,661.0026667,434.6666667,23,82385,M,54,54,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
2236,139464,36,3874,D,monthly,396,636.520202,370.8636364,265.6565657,0,0,3.909090909,0,0,0,0.078282828,23400,0,0,0,166,632.6111111,366.9545455,265.6565657,19,41663,M,41,41,1,0,0,0,182027,0.564,8746,90,3.52,4394
2245,347952,48,7249,C,monthly,657,2455.065449,1271.324201,1183.741248,0,0,6.348554033,0.319634703,0,0,0.182648402,27415,0,0,15,229,2448.39726,1264.975647,1183.421613,87,57546,F,35,35,1,0,0,0,45714,0.556,8843,113,3.2,853
2246,415800,60,6930,C,monthly,286,1610.594406,828.8636364,781.7307692,0,0,4.986013986,0.262237762,0,0,0.129370629,5315,0,0,15,60,1605.346154,823.8776224,781.4685315,24,13495,F,50,50,1,0,0,0,1204953,1,12541,167,0.315,92392
2247,72504,24,3021,C,monthly,317,2338.851735,1196.400631,1142.451104,16.80757098,18.70977918,4.697160883,0.425867508,0,0,0.312302839,6561,592,659,15,91,2298.211356,1191.70347,1106.507886,62,17104,F,49,49,1,0,0,0,122603,0.8,8991,128,1.655,5235.5
2262,230220,36,6395,C,monthly,662,3610.259819,1840.966767,1769.293051,0,0,7.842900302,0.453172205,0,0,0.231117825,63189,0,0,15,275,3601.963746,1833.123867,1768.839879,111,94172,M,49,49,1,1,0,0,53921,0.413,8598,123,2.98,1736
2268,20196,36,561,C,monthly,523,1560.481836,843.0325048,717.4493308,142.7265774,0,6.223709369,0.34416826,0,0,0.183556405,24757,5742,0,15,278,1411.18738,836.8087954,574.3785851,55,65685,M,28,28,1,0,0,0,1204953,1,12541,167,0.315,92392
2279,314688,48,6556,C,weekly,579,2743.88601,1409.200345,1334.685665,0,0,7.250431779,0.777202073,0,0,0.184801382,47543,0,0,30,244,2735.858377,1401.949914,1333.908463,73,43171,M,25,25,1,1,0,0,88884,0.467,8507,132,1.725,2416.5
2322,46320,24,1930,A,monthly,544,2638.6875,1340.985294,1297.702206,98.79411765,29.97058824,5.25,0.441176471,0,0,0.327205882,23947,3359,1019,15,68,2504.231618,1335.735294,1168.496324,113,23553,M,20,20,1,0,0,0,133777,0.847,8705,116,6.655,4754.5
2334,48312,24,2013,C,monthly,503,1058.664016,570.2664016,488.3976143,255.4353877,0,3.934393638,0.357852883,0,0,0.186878728,12722,10707,0,15,173,798.9363817,566.332008,232.6043738,54,41197,M,41,41,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
2335,541200,60,9020,D,monthly,587,1054.06644,532.4480409,521.6183986,52.02725724,12.39352641,4.461669506,0.38330494,0.604770017,0.017035775,0.296422487,13161,2036,485,15,8,984.1959114,527.9863714,456.20954,85,6361,F,53,53,1,0,0,0,285387,0.899,10177,81,7.175,9993
2343,99336,24,4139,A,monthly,330,685.2060606,389.3030303,295.9030303,85.87272727,0,3.357575758,0.272727273,0,0,0.157575758,7838,4723,0,15,130,595.7030303,385.9454545,209.7575758,30,30839,F,19,19,1,0,0,0,228848,0.572,9893,96,4.36,5755
2345,199680,60,3328,C,monthly,412,1320.786408,684.5679612,636.2184466,78.90291262,0,4.065533981,0.327669903,0,0,0.17961165,30727,3612,0,15,137,1237.490291,680.5024272,556.9878641,43,19939,M,50,50,1,0,0,0,95616,0.514,9307,118,4.115,2828
2350,159744,48,3328,C,monthly,280,1408.157143,799.7892857,608.3678571,4.107142857,0,4.539285714,0.107142857,0,0,0.1,30853,575,0,15,310,1399.403571,795.25,604.1535714,19,53598,F,26,26,1,1,0,0,70699,0.653,8968,131,3.075,1825
2352,49440,60,824,C,monthly,464,1315.189655,706.1056034,609.0840517,132.3081897,0.086206897,5.174568966,0.323275862,0,0,0.237068966,14334,5581,4,15,163,1177.297414,700.9310345,476.3663793,65,45022,F,33,33,1,0,0,0,285387,0.899,10177,81,7.175,9993
2361,156672,36,4352,A,monthly,400,621.265,339.7175,281.5475,92.26,0,3.0175,0.3375,0,0,0.1875,9128,4613,0,15,80,525.65,336.7,188.95,45,23286,F,43,43,1,0,0,0,72541,0.369,8594,112,1.805,1552.5
2413,17952,12,1496,C,monthly,344,1061.80814,576.0494186,485.7587209,131.2093023,0,3.511627907,0.305232558,0,0,0.168604651,13663,6448,0,15,136,926.7819767,572.5377907,354.244186,33,31076,F,45,45,1,0,0,0,133777,0.847,8705,116,6.655,4754.5
2419,95808,12,7984,A,monthly,429,3368.972028,1768.983683,1599.988345,0,0,6.864801865,0.34965035,0,0,0.20979021,50515,0,0,15,193,3361.757576,1762.118881,1599.638695,67,72500,M,59,59,1,0,0,0,122603,0.8,8991,128,1.655,5235.5
2445,293160,60,4886,C,monthly,537,2190.608939,1109.117318,1081.49162,0,0,6.258845438,0.391061453,0,0,0.180633147,10015,0,0,15,88,2183.959032,1102.858473,1081.100559,67,14841,F,21,21,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
2456,200976,48,4187,C,monthly,219,1763.255708,989.9178082,773.3378995,130.8767123,0,7.02283105,0.205479452,0,0,0.159817352,23769,9554,0,15,195,1625.150685,982.8949772,642.2557078,22,47431,M,44,44,1,0,0,0,114200,0.437,8403,105,5.71,2437.5
2486,24516,12,2043,A,monthly,317,3730.974763,1989.548896,1741.425868,0,0,5.593059937,0.378548896,0,0,0.230283912,75057,0,0,15,290,3725.003155,1983.955836,1741.047319,55,78671,M,41,41,1,0,0,0,1204953,1,12541,167,0.315,92392
2496,165120,60,2752,C,monthly,601,620.9816972,329.4093178,291.5723794,124.3427621,0,3.06156406,0.37437604,0,0,0.193011647,9177,4982,0,15,83,493.202995,326.3477537,166.8552413,67,23825,F,49,47.5,2,0,0,0,121947,0.705,8541,131,2.735,3667.5
2516,466608,48,9721,C,monthly,575,1160.82087,633.2556522,527.5652174,0,0,4.476521739,0.365217391,0,0,0.177391304,29415,0,0,15,232,1155.97913,628.7791304,527.2,70,60776,F,53,53,1,0,0,0,77963,0.515,8546,126,3.46,2880
2545,428784,48,8933,C,monthly,436,960.9770642,490.4701835,470.5068807,66.52981651,17.98853211,3.061926606,0.344036697,0,0,0.252293578,21736,2637,713,15,63,873.0527523,487.4082569,385.6444954,64,8707,M,63,62.5,2,0,0,0,1204953,1,12541,167,0.315,92392
2572,360000,48,7500,C,after_transaction,578,3505.278547,1808.66782,1696.610727,0,0,12.65224913,2.422145329,0.01384083,0.010380623,0.235294118,88800,0,0,100,590,3490.190311,1796.015571,1694.17474,80,64765,F,26,26,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
2580,89340,60,1489,C,monthly,267,768.3520599,461.928839,306.423221,93.93258427,0,5.299625468,0.280898876,0,0,0.164794007,19411,5016,0,15,210,668.8389513,456.6292135,212.2097378,25,41537,F,28,28,2,0,0,0,110643,0.519,8441,115,3.94,2065.5
2622,136344,24,5681,C,monthly,638,1016.366771,539.4090909,476.9576803,188.3056426,0,3.948275862,0.376175549,0,0,0.203761755,20882,7067,0,15,167,823.7366771,535.460815,288.2758621,77,39848,F,35,36,2,0,0,0,1204953,1,12541,167,0.315,92392
2694,91632,12,7636,A,monthly,365,1209.013699,649.7917808,559.2219178,77.41369863,0,5.665753425,0.328767123,0,0,0.191780822,17647,3532,0,15,166,1125.605479,644.1260274,481.4794521,42,33062,F,37,37.5,2,0,0,0,94725,0.634,9920,130,2.535,4567.5
2699,231168,48,4816,C,monthly,613,3090.344209,1582.202284,1508.141925,91.59053834,0,6.954323002,0.367047308,0,0,0.234910277,64920,3743,0,15,291,2991.4323,1575.247961,1416.184339,95,45405,F,21,21,1,0,0,1,182027,0.564,8746,90,3.52,4394
2705,93888,36,2608,A,after_transaction,156,867.4102564,544.974359,322.4358974,0,0,4.942307692,0.641025641,0,0,0.121794872,15700,0,0,100,189,861.8269231,540.0320513,321.7948718,13,34716,F,49,49,1,0,0,0,86513,0.505,8288,110,4.11,1511
2720,93888,36,2608,C,weekly,315,4166,2202.301587,1963.698413,177.3142857,0,7.453968254,0.761904762,0,0,0.288888889,12955,6206,0,30,144,3980.469841,2194.847619,1785.622222,64,75159,M,63,59.5,2,0,0,0,88884,0.467,8507,132,1.725,2416.5
2725,69624,36,1934,C,monthly,585,1376.169231,730.6923077,645.4769231,81.97435897,11.03247863,6.547008547,0.384615385,0,0,0.247863248,15239,3197,461,15,222,1276.230769,724.1452991,552.0854701,82,49870,M,52,52,1,1,0,0,139012,0.619,8363,108,2.995,2681.5
2728,156420,60,2607,C,weekly,344,1941.375,1002.723837,938.6511628,228.3546512,0,7.229651163,0.610465116,0,0,0.183139535,18026,11222,0,30,169,1705.180233,995.494186,709.6860465,38,22040,M,42,42,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
2753,66432,24,2768,C,monthly,595,1502.571429,766.1932773,736.3781513,173.1680672,0,3.618487395,0.352941176,0,0,0.179831933,21384,6869,0,15,82,1325.431933,762.5747899,562.8571429,60,17745,F,28,32,2,0,0,0,170449,1,10787,131,2.845,6151
2754,335280,48,6985,C,weekly,464,2839.959052,1452.146552,1387.8125,62.11206897,0,5.827586207,0.711206897,0,0,0.209051724,36938,2882,0,30,155,2771.30819,1446.318966,1324.989224,61,29881,F,47,47,1,0,0,0,161954,0.48,8720,116,4.1,3690
2762,111384,24,4641,A,monthly,472,4355.533898,2233.186441,2122.347458,204.4237288,0,8.243644068,0.444915254,0,0,0.322033898,73240,6892,0,15,197,4142.42161,2224.942797,1917.478814,108,52319,M,32,32,1,0,0,0,51428,0.527,8402,120,3.54,1049
2824,50460,60,841,C,monthly,269,1021.936803,588.1635688,433.7732342,135.4832714,0,3.959107807,0.223048327,0,0,0.159851301,12604,7289,0,15,153,882.2713755,584.204461,298.0669145,26,41531,F,52,52,1,0,1,0,75637,0.365,9622,154,0.495,3502
2872,268320,60,4472,C,monthly,257,940.0856031,494.6575875,445.4280156,78.59922179,0,3.544747082,0.233463035,0,0,0.20233463,16614,4040,0,15,76,857.7081712,491.1128405,366.5953307,35,12653,F,47,47,1,0,0,0,1204953,1,12541,167,0.315,92392
2910,437460,60,7291,C,monthly,312,2992.641026,1550.830128,1441.810897,108.6217949,0,5.548076923,0.240384615,0,0,0.169871795,45749,6778,0,15,189,2878.230769,1545.282051,1332.948718,34,34015,F,46,46,1,1,0,0,228848,0.572,9893,96,4.36,5755
2912,380160,60,6336,C,monthly,579,2991.017271,1516.70639,1474.310881,0,0,6.723661485,0.336787565,0,0,0.188255613,10756,0,0,15,155,2983.956822,1509.982729,1473.974093,81,24550,M,50,50,1,1,0,0,323870,1,10673,100,5.07,18564.5
2933,272520,60,4542,C,monthly,333,2718.873874,1404.492492,1314.381381,177.3873874,0,5.168168168,0.405405405,0,0,0.252252252,35350,5907,0,15,174,2535.912913,1399.324324,1136.588589,54,30010,M,60,59,2,0,0,0,92084,0.467,10124,141,0.52,4063
2936,504000,60,8400,C,monthly,664,777.6084337,408.3599398,369.248494,115.1295181,0,2.483433735,0.384036145,0,0,0.186746988,26982,4247,0,15,115,659.6114458,405.876506,253.7349398,68,25977,M,28,28,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
2962,31248,12,2604,A,monthly,570,2914.842105,1504.717544,1410.124561,0,0,7.771929825,0.315789474,0,0,0.210526316,28814,0,0,15,222,2906.754386,1496.945614,1409.808772,90,53922,F,60,60,1,0,0,0,1204953,1,12541,167,0.315,92392
2982,41256,12,3438,C,monthly,682,3493.856305,1805.502933,1688.353372,226.8577713,6.296187683,9.461876833,0.395894428,0,0,0.315249267,28120,8143,226,15,217,3250.844575,1796.041056,1454.803519,137,80067,M,61,60,2,0,1,0,51428,0.527,8402,120,3.54,1049
2986,24792,24,1033,C,monthly,606,1600.471947,857.3184818,743.1534653,87.15511551,0,5.932343234,0.371287129,0,0,0.222772277,26907,6602,0,15,231,1507.013201,851.3861386,655.6270627,85,69189,M,41,41,1,1,0,0,86513,0.505,8288,110,4.11,1511
2988,88608,12,7384,C,after_transaction,632,2512.506329,1279.066456,1233.439873,0,0,5.452531646,2.848101266,0,0,0.212025316,10400,0,0,100,62,2504.205696,1273.613924,1230.591772,95,28834,M,52,48,2,0,0,0,125832,0.483,8512,102,3.81,2175
2994,48744,36,1354,C,monthly,134,1190.238806,829.7910448,360.4477612,0,0,5.313432836,0,0,0,0.104477612,16700,0,0,0,248,1184.925373,824.4776119,360.4477612,10,62891,F,35,35,1,1,0,0,148545,0.535,8909,113,4.78,3525
3005,390000,48,8125,C,after_transaction,510,931.5176471,488.5039216,443.0137255,40.48823529,0,2.039215686,0.588235294,0,0,0.08627451,40579,6883,0,100,161,888.4019608,486.4647059,401.9372549,33,23300,M,52,52,1,0,0,0,95907,0.591,8388,87,2.67,1663
3021,155616,48,3242,C,monthly,228,1204.105263,655.6622807,548.4429825,0,0,4.425438596,0.197368421,0,0,0.131578947,29415,0,0,15,167,1199.482456,651.2368421,548.245614,20,24447,F,40,40,1,0,0,0,92084,0.467,10124,141,0.52,4063
3037,277884,36,7719,D,monthly,693,1809.932179,913.3419913,896.5901876,117.7489177,0,4.949494949,0.324675325,0,0,0.168831169,15,0,0,15,0,1686.909091,908.3924964,778.5165945,69,11614,F,19,19,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
3050,82896,12,6908,A,monthly,482,2814.354772,1457.056017,1357.298755,221.7344398,0.935684647,8.002074689,0.342323651,0,0,0.261410788,42309,9716,41,15,300,2583.340249,1449.053942,1134.286307,78,64301,M,27,25.5,2,1,0,0,110643,0.519,8441,115,3.94,2065.5
3064,15420,12,1285,A,monthly,667,711.3583208,379.5622189,331.7961019,37.08395802,0,3.256371814,0.382308846,0,0,0.226386807,6984,1455,0,15,101,670.6356822,376.3058471,294.3298351,96,31867,F,34,34,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
3084,253512,36,7042,D,weekly,213,1549.286385,805.9061033,743.3802817,92.95774648,0,3.615023474,0.281690141,0,0,0.136150235,18930,10800,0,30,92,1452.431925,802.2910798,650.1408451,19,13318,F,54,54,1,0,0,0,108871,0.621,8444,106,3.335,2450
3112,123216,48,2567,C,monthly,561,2769.094474,1453.68984,1315.404635,28.78431373,0,7.397504456,0.267379679,0,0,0.228163993,93087,1468,0,15,304,2732.645276,1446.292335,1286.352941,89,77581,F,22,21.5,2,0,0,1,85852,0.598,8965,104,7.615,2737.5
3115,321180,60,5353,C,monthly,233,2215.596567,1187.592275,1028.004292,252.7553648,0,4.673819742,0.193133047,0,0,0.163090129,19738,14723,0,15,99,1957.974249,1182.918455,775.055794,24,37184,M,63,59,2,0,0,0,177686,0.748,10045,135,1.555,6449.5
3137,253560,60,4226,C,monthly,645,1730.590698,893.7534884,836.8372093,0,0,4.488372093,0.372093023,0,0,0.16744186,30315,0,0,15,173,1725.730233,889.2651163,836.4651163,72,36719,F,48,48,1,0,0,0,119895,0.899,10446,90,8.35,4845
3143,130896,24,5454,C,monthly,574,723.3728223,399.7038328,323.6689895,109.1219512,0,4.066202091,0.365853659,0,0,0.196864111,11789,4474,0,15,176,609.8188153,395.6376307,214.1811847,67,43648,F,45,48,2,0,0,0,85852,0.598,8965,104,7.615,2737.5
3161,30012,12,2501,C,monthly,659,1444.349014,794.0364188,650.3125948,0,0,5.256449165,0.273141123,0,0,0.15629742,29815,0,0,15,231,1438.819423,788.7799697,650.0394537,70,94720,M,46,46,1,0,0,0,78955,0.59,9060,124,2.07,1686
3166,177744,48,3703,D,monthly,511,1250.606654,639.223092,611.3835616,0,0,3.545988258,0.410958904,0.043052838,0.003913894,0.18590998,18615,0,0,15,35,1246.606654,635.6771037,610.9295499,64,14231,M,27,27,1,1,0,0,161227,0.697,8678,102,5.735,4787.5
3189,222180,60,3703,D,monthly,382,1811.010471,983.4842932,827.526178,0,0,7.005235602,0.235602094,0,0,0.154450262,44615,0,0,15,347,1803.769634,976.4790576,827.2905759,41,59579,M,60,60,1,0,0,0,45714,0.556,8843,113,3.2,853
3229,39024,12,3252,A,monthly,530,2648.807547,1357.813208,1290.99434,193.245283,0,7.379245283,0.424528302,0,0,0.256603774,26369,6828,0,30,370,2447.758491,1350.433962,1097.324528,89,35437,M,63,63,1,1,0,0,197099,0.747,9624,145,1.955,4374.5
3230,77184,36,2144,C,monthly,573,1956.757417,997.9633508,958.7940663,0,0,6.917975567,0.235602094,0,0,0.134380454,2515,0,0,15,103,1949.603839,991.0453752,958.5584642,52,22446,F,45,45,1,0,0,0,1204953,1,12541,167,0.315,92392
3249,68124,12,5677,A,monthly,320,1397.321875,724.33125,672.990625,153.69375,0,3.45,0.234375,0,0,0.159375,19812,8197,0,15,69,1239.94375,720.88125,519.0625,31,16431,M,42,42,1,0,0,0,323870,1,10673,100,5.07,18564.5
3273,94512,12,7876,B,monthly,632,3543.075949,1790.373418,1752.702532,0,0,11.53797468,0.379746835,0,0,0.212025316,58468,0,0,15,187,3531.158228,1778.835443,1752.322785,78,23811,M,47,47,1,0,0,0,323870,1,10673,100,5.07,18564.5
3293,276084,36,7669,C,monthly,476,3198.571429,1659.819328,1538.752101,74.66596639,1.462184874,8.340336134,0.346638655,0,0,0.298319328,51299,3231,58,15,229,3113.756303,1651.478992,1462.277311,93,57631,F,35,35,1,1,0,0,1204953,1,12541,167,0.315,92392
3329,19248,12,1604,A,monthly,422,1308.779621,705.8507109,602.92891,197.2535545,0,4.18957346,0.319905213,0,0,0.170616114,23864,9249,0,15,120,1107.016588,701.6611374,405.3554502,41,43436,M,35,31.5,2,0,0,0,75232,0.417,8980,111,2.055,2818.5
3353,146064,24,6086,C,monthly,166,1547.457831,909.3313253,638.126506,0,2.493975904,4.837349398,0.090361446,0,0,0.13253012,28429,0,414,15,216,1540.036145,904.4939759,635.5421687,15,45021,F,46,46,1,0,0,0,323870,1,10673,100,5.07,18564.5
3354,4980,12,415,A,monthly,242,747.5123967,420.2438017,327.268595,6.061983471,25.45454545,4.260330579,0.247933884,0,0,0.190082645,21048,489,1540,15,113,711.4876033,415.9834711,295.5041322,27,22500,F,47,47,1,0,0,0,86513,0.505,8288,110,4.11,1511
3390,40632,12,3386,C,weekly,444,1378.936937,744.5743243,634.3626126,19.14414414,2.364864865,5.364864865,0.675675676,0,0,0.265765766,25651,850,105,30,181,1351.387387,739.2094595,612.1779279,74,48931,F,54,54,1,0,0,0,107870,0.58,8754,137,4.055,3836
3403,71820,36,1995,C,monthly,403,1987.630273,1046.702233,940.9280397,0,0,5.893300248,0.372208437,0,0,0.196029777,15700,0,0,15,137,1981.364764,1040.808933,940.5558313,57,42630,M,35,35,1,0,0,0,86513,0.505,8288,110,4.11,1511
3418,207264,48,4318,C,after_transaction,281,3009.149466,1586.75089,1422.398577,0,0,5.715302491,1.779359431,0,0,0.206405694,81000,0,0,100,309,3001.654804,1581.035587,1420.619217,46,46282,M,37,35.5,2,0,0,0,95907,0.591,8388,87,2.67,1663
