loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,day_before_loan,sum_monthly_payment_amount_notnorm,sum_monthly_payment_amount_in_notnorm,sum_monthly_payment_amount_out_notnorm,sum_monthly_payment_out_household_notnorm,sum_monthly_payment_out_insurrance_notnorm,sum_monthly_payment_in_interest_credited_notnorm,sum_monthly_payment_out_payment_for_statement_notnorm,sum_monthly_payment_out_sanction_interest_neg_bal_notnorm,count_out_sanction_interest_neg_bal_notnorm,count_monthly_payment_trans_notnorm,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount_notnorm,count_other_trans_notnorm,sum_other_amount_in_notnorm,sum_other_amount_out_notnorm,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
5366,2062,29/10/1996,86184,12,7182,A,70,monthly,237,697496,368578,328918,321,0,1971,45,0,0,42,61444,107,0,15,214,695159,29,366607,328552,39661,F,59,59,1,1,0,0,285387,0.899,10177,81,7.175,9993
5367,2064,26/8/1997,83628,36,2323,C,54,monthly,239,219606,125710,93896,0,0,754,45,0,0,34,17115,0,0,15,91,218807,24,124956,93851,31815,F,22,22,1,0,0,0,387570,1,9897,140,1.78,18708.5
5368,2073,5/10/1998,44640,24,1860,C,59,monthly,417,452394,245819,206575,0,0,2068,135,0,0,67,14715,0,0,15,160,450191,45,243751,206440,39261,M,42,42,1,0,0,0,108871,0.621,8444,106,3.335,2450
5369,2080,12/9/1997,214596,36,5961,C,74,monthly,138,458515,272515,186000,0,0,893,0,0,0,17,7100,0,0,0,188,457622,13,271622,186000,86514,M,62,62,2,1,0,0,323870,1,10673,100,5.07,18564.5
5375,2106,3/10/1996,101520,12,8460,A,1,monthly,245,204064,110392,93672,13872,0,885,60,0,0,38,14483,3468,0,15,78,189247,22,109507,79740,16735,F,23,23,1,0,0,0,1204953,1,12541,167,0.315,92392
5377,2116,4/8/1997,92400,12,7700,A,70,monthly,459,956103,501294,454809,14377,0,2534,180,0,0,104,16729,1307,0,15,144,939012,66,498760,440252,46504,F,25,25,1,1,0,0,285387,0.899,10177,81,7.175,9993
5382,2134,17/3/1997,22932,36,637,C,52,monthly,223,184651,115370,69281,12472,0,1119,45,0,0,41,14774,3118,0,15,198,171015,27,114251,56764,49208,F,46,46,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5384,2142,7/3/1998,23328,12,1944,C,42,monthly,187,215059,121433,93626,19536,0,898,30,0,0,27,29651,19536,0,15,186,194595,17,120535,74060,27808,F,35,37,2,0,0,0,95907,0.591,8388,87,2.67,1663
5385,2143,9/9/1996,71460,36,1985,C,1,monthly,240,314122,181885,132237,21792,0,1540,45,0,0,31,28579,7264,0,15,233,290745,18,180345,110400,49664,F,19,20.5,2,0,0,1,1204953,1,12541,167,0.315,92392
5388,2153,28/11/1996,61560,12,5130,A,31,weekly,326,691498,355775,335723,12159,13338,1639,180,0,0,71,21193,1737,2223,30,79,664182,42,354136,310046,20051,M,56,56,1,1,0,0,51313,0.592,8930,108,3.85,1390
5389,2165,22/8/1997,78600,24,3275,C,51,monthly,136,154659,110859,43800,0,0,689,0,0,0,14,18600,0,0,0,271,153970,10,110170,43800,67059,M,43,43,1,0,0,0,121947,0.705,8541,131,2.735,3667.5
5390,2167,30/10/1994,170256,24,7094,A,16,monthly,448,699891,371596,328295,59220,0,2176,135,0,0,77,21157,5922,0,15,189,638360,45,369420,268940,43303,F,34,34,1,1,0,0,93931,0.569,8427,107,1.32,1893.5
5395,2176,30/7/1994,299088,36,8308,B,67,monthly,419,1606074,812759,793315,13020,0,2462,165,0,0,126,6235,1085,0,15,117,1590427,90,810297,780130,19449,F,33,33,1,0,0,0,106054,0.631,8110,109,6.125,3161.5
5398,2187,4/11/1997,53472,12,4456,A,9,weekly,617,1953203,1008745,944458,0,0,4828,540,0,0,134,44730,0,0,30,366,1947835,96,1003917,943918,64314,M,59,62,2,0,0,0,81344,0.553,8899,149,3.635,2737
5409,2218,18/11/1995,182040,60,3034,C,19,monthly,362,1034851,536798,498053,0,0,2704,105,0,0,59,75415,0,0,15,282,1032042,41,534094,497948,38748,F,48,49,2,1,0,0,51428,0.527,8402,120,3.54,1049
5413,2227,12/12/1995,92976,24,3874,A,31,weekly,569,1312300,666915,645385,147246,0,3087,330,0,0,109,51781,26772,0,30,220,1161637,71,663828,497809,21532,F,29,25.5,2,1,0,0,51313,0.592,8930,108,3.85,1390
5414,2228,29/3/1995,185952,48,3874,C,34,monthly,375,417637,250012,167625,4625,0,2136,0,0,0,34,98025,4625,0,0,193,410876,23,247876,163000,82385,M,54,54,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
5415,2236,26/9/1996,139464,36,3874,D,73,monthly,396,252062,146862,105200,0,0,1548,0,0,0,31,23400,0,0,0,166,250514,19,145314,105200,41663,M,41,41,1,0,0,0,182027,0.564,8746,90,3.52,4394
5418,2245,16/1/1995,347952,48,7249,C,29,monthly,657,1612978,835260,777718,0,0,4171,210,0,0,120,27415,0,0,15,229,1608597,87,831089,777508,57546,F,35,35,1,0,0,0,45714,0.556,8843,113,3.2,853
5419,2246,5/2/1997,415800,60,6930,C,1,monthly,286,460630,237055,223575,0,0,1426,75,0,0,37,5315,0,0,15,60,459129,24,235629,223500,13495,F,50,50,1,0,0,0,1204953,1,12541,167,0.315,92392
5420,2247,24/2/1997,72504,24,3021,C,24,monthly,317,741416,379259,362157,5328,5931,1489,135,0,0,99,6561,592,659,15,91,728533,62,377770,350763,17104,F,49,49,1,0,0,0,122603,0.8,8991,128,1.655,5235.5
5428,2262,2/12/1998,230220,36,6395,C,13,monthly,662,2389992,1218720,1171272,0,0,5192,300,0,0,153,63189,0,0,15,275,2384500,111,1213528,1170972,94172,M,49,49,1,1,0,0,53921,0.413,8598,123,2.98,1736
5429,2268,18/7/1996,20196,36,561,C,1,monthly,523,816132,440906,375226,74646,0,3255,180,0,0,96,24757,5742,0,15,278,738051,55,437651,300400,65685,M,28,28,1,0,0,0,1204953,1,12541,167,0.315,92392
5435,2279,1/6/1998,314688,48,6556,C,2,weekly,579,1588710,815927,772783,0,0,4198,450,0,0,107,47543,0,0,30,244,1584062,73,811729,772333,43171,M,25,25,1,1,0,0,88884,0.467,8507,132,1.725,2416.5
5445,2322,29/6/1996,46320,24,1930,A,33,monthly,544,1435446,729496,705950,53744,16304,2856,240,0,0,178,23947,3359,1019,15,68,1362302,113,726640,635662,23553,M,20,20,1,0,0,0,133777,0.847,8705,116,6.655,4754.5
5446,2334,4/8/1997,48312,24,2013,C,50,monthly,503,532508,286844,245664,128484,0,1979,180,0,0,94,12722,10707,0,15,173,401865,54,284865,117000,41197,M,41,41,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
5447,2335,12/11/1997,541200,60,9020,D,70,monthly,587,618737,312547,306190,30540,7275,2619,225,355,10,174,13161,2036,485,15,8,577723,85,309928,267795,6361,F,53,53,1,0,0,0,285387,0.899,10177,81,7.175,9993
5449,2343,4/11/1995,99336,24,4139,A,68,monthly,330,226118,128470,97648,28338,0,1108,90,0,0,52,7838,4723,0,15,130,196582,30,127362,69220,30839,F,19,19,1,0,0,0,228848,0.572,9893,96,4.36,5755
5450,2345,11/12/1994,199680,60,3328,C,5,monthly,412,544164,282042,262122,32508,0,1675,135,0,0,74,30727,3612,0,15,137,509846,43,280367,229479,19939,M,50,50,1,0,0,0,95616,0.514,9307,118,4.115,2828
5451,2350,11/5/1997,159744,48,3328,C,18,monthly,280,394284,223941,170343,1150,0,1271,30,0,0,28,30853,575,0,15,310,391833,19,222670,169163,53598,F,26,26,1,1,0,0,70699,0.653,8968,131,3.075,1825
5452,2352,29/4/1996,49440,60,824,C,70,monthly,464,610248,327633,282615,61391,40,2401,150,0,0,110,14334,5581,4,15,163,546266,65,325232,221034,45022,F,33,33,1,0,0,0,285387,0.899,10177,81,7.175,9993
5453,2361,1/4/1995,156672,36,4352,A,28,monthly,400,248506,135887,112619,36904,0,1207,135,0,0,75,9128,4613,0,15,80,210260,45,134680,75580,23286,F,43,43,1,0,0,0,72541,0.369,8594,112,1.805,1552.5
5463,2413,6/10/1998,17952,12,1496,C,33,monthly,344,365262,198161,167101,45136,0,1208,105,0,0,58,13663,6448,0,15,136,318813,33,196953,121860,31076,F,45,45,1,0,0,0,133777,0.847,8705,116,6.655,4754.5
5464,2419,30/1/1995,95808,12,7984,A,24,monthly,429,1445289,758894,686395,0,0,2945,150,0,0,90,50515,0,0,15,193,1442194,67,755949,686245,72500,M,59,59,1,0,0,0,122603,0.8,8991,128,1.655,5235.5
5469,2445,26/12/1997,293160,60,4886,C,52,monthly,537,1176357,595596,580761,0,0,3361,210,0,0,97,10015,0,0,15,88,1172786,67,592235,580551,14841,F,21,21,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5470,2456,15/4/1996,200976,48,4187,C,65,monthly,219,386153,216792,169361,28662,0,1538,45,0,0,35,23769,9554,0,15,195,355908,22,215254,140654,47431,M,44,44,1,0,0,0,114200,0.437,8403,105,5.71,2437.5
5479,2486,10/1/1994,24516,12,2043,A,1,monthly,317,1182719,630687,552032,0,0,1773,120,0,0,73,75057,0,0,15,290,1180826,55,628914,551912,78671,M,41,41,1,0,0,0,1204953,1,12541,167,0.315,92392
5482,2496,12/1/1996,165120,60,2752,C,51,monthly,601,373210,197975,175235,74730,0,1840,225,0,0,116,9177,4982,0,15,83,296415,67,196135,100280,23825,F,49,47.5,2,0,0,0,121947,0.705,8541,131,2.735,3667.5
5486,2516,13/6/1997,466608,48,9721,C,6,monthly,575,667472,364122,303350,0,0,2574,210,0,0,102,29415,0,0,15,232,664688,70,361548,303140,60776,F,53,53,1,0,0,0,77963,0.515,8546,126,3.46,2880
5491,2545,13/2/1998,428784,48,8933,C,1,monthly,436,418986,213845,205141,29007,7843,1335,150,0,0,110,21736,2637,713,15,63,380651,64,212510,168141,8707,M,63,62.5,2,0,0,0,1204953,1,12541,167,0.315,92392
5494,2572,13/6/1996,360000,48,7500,C,64,after_transaction,578,2026051,1045410,980641,0,0,7313,1400,8,6,136,88800,0,0,100,590,2017330,80,1038097,979233,64765,F,26,26,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
5495,2580,2/8/1996,89340,60,1489,C,60,monthly,267,205150,123335,81815,25080,0,1415,75,0,0,44,19411,5016,0,15,210,178580,25,121920,56660,41537,F,28,28,2,0,0,0,110643,0.519,8441,115,3.94,2065.5
5501,2622,21/5/1998,136344,24,5681,C,1,monthly,638,648442,344143,304299,120139,0,2519,240,0,0,130,20882,7067,0,15,167,525544,77,341624,183920,39848,F,35,36,2,0,0,0,1204953,1,12541,167,0.315,92392
5519,2694,8/3/1994,91632,12,7636,A,7,monthly,365,441290,237174,204116,28256,0,2068,120,0,0,70,17647,3532,0,15,166,410846,42,235106,175740,33062,F,37,37.5,2,0,0,0,94725,0.634,9920,130,2.535,4567.5
5520,2699,30/8/1998,231168,48,4816,C,73,monthly,613,1894381,969890,924491,56145,0,4263,225,0,0,144,64920,3743,0,15,291,1833748,95,965627,868121,45405,F,21,21,1,0,0,1,182027,0.564,8746,90,3.52,4394
5523,2705,8/12/1993,93888,36,2608,A,63,after_transaction,156,135316,85016,50300,0,0,771,100,0,0,19,15700,0,0,100,189,134445,13,84245,50200,34716,F,49,49,1,0,0,0,86513,0.505,8288,110,4.11,1511
5525,2720,27/4/1998,93888,36,2608,C,2,weekly,315,1312290,693725,618565,55854,0,2348,240,0,0,91,12955,6206,0,30,144,1253848,64,691377,562471,75159,M,63,59.5,2,0,0,0,88884,0.467,8507,132,1.725,2416.5
5526,2725,8/11/1998,69624,36,1934,C,52,monthly,585,805059,427455,377604,47955,6454,3830,225,0,0,145,15239,3197,461,15,222,746595,82,423625,322970,49870,M,52,52,1,1,0,0,139012,0.619,8363,108,2.995,2681.5
5527,2728,15/6/1998,156420,60,2607,C,52,weekly,344,667833,344937,322896,78554,0,2487,210,0,0,63,18026,11222,0,30,169,586582,38,342450,244132,22040,M,42,42,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
5531,2753,30/9/1997,66432,24,2768,C,26,monthly,595,894030,455885,438145,103035,0,2153,210,0,0,107,21384,6869,0,15,82,788632,60,453732,334900,17745,F,28,32,2,0,0,0,170449,1,10787,131,2.845,6151
5532,2754,4/5/1997,335280,48,6985,C,57,weekly,464,1317741,673796,643945,28820,0,2704,330,0,0,97,36938,2882,0,30,155,1285887,61,671092,614795,29881,F,47,47,1,0,0,0,161954,0.48,8720,116,4.1,3690
5533,2762,5/7/1994,111384,24,4641,A,19,monthly,472,2055812,1054064,1001748,96488,0,3891,210,0,0,152,73240,6892,0,15,197,1955223,108,1050173,905050,52319,M,32,32,1,0,0,0,51428,0.527,8402,120,3.54,1049
5549,2824,16/7/1994,50460,60,841,C,11,monthly,269,274901,158216,116685,36445,0,1065,60,0,0,43,12604,7289,0,15,153,237331,26,157151,80180,41531,F,52,52,1,0,1,0,75637,0.365,9622,154,0.495,3502
5556,2872,19/5/1997,268320,60,4472,C,1,monthly,257,241602,127127,114475,20200,0,911,60,0,0,52,16614,4040,0,15,76,220431,35,126216,94215,12653,F,47,47,1,0,0,0,1204953,1,12541,167,0.315,92392
5561,2910,29/8/1998,437460,60,7291,C,68,monthly,312,933704,483859,449845,33890,0,1731,75,0,0,53,45749,6778,0,15,189,898008,34,482128,415880,34015,F,46,46,1,1,0,0,228848,0.572,9893,96,4.36,5755
5563,2912,29/2/1996,380160,60,6336,C,74,monthly,579,1731799,878173,853626,0,0,3893,195,0,0,109,10756,0,0,15,155,1727711,81,874280,853431,24550,M,50,50,1,1,0,0,323870,1,10673,100,5.07,18564.5
5568,2933,17/5/1994,272520,60,4542,C,10,monthly,333,905385,467696,437689,59070,0,1721,135,0,0,84,35350,5907,0,15,174,844459,54,465975,378484,30010,M,60,59,2,0,0,0,92084,0.467,10124,141,0.52,4063
5569,2936,20/1/1998,504000,60,8400,C,3,monthly,664,516332,271151,245181,76446,0,1649,255,0,0,124,26982,4247,0,15,115,437982,68,269502,168480,25977,M,28,28,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
5576,2962,21/12/1994,31248,12,2604,A,1,monthly,570,1661460,857689,803771,0,0,4430,180,0,0,120,28814,0,0,15,222,1656850,90,853259,803591,53922,F,60,60,1,0,0,0,1204953,1,12541,167,0.315,92392
5582,2982,17/4/1998,41256,12,3438,C,19,monthly,682,2382810,1231353,1151457,154717,4294,6453,270,0,0,215,28120,8143,226,15,217,2217076,137,1224900,992176,80067,M,61,60,2,0,1,0,51428,0.527,8402,120,3.54,1049
5584,2986,6/12/1997,24792,24,1033,C,63,monthly,606,969886,519535,450351,52816,0,3595,225,0,0,135,26907,6602,0,15,231,913250,85,515940,397310,69189,M,41,41,1,1,0,0,86513,0.505,8288,110,4.11,1511
5585,2988,8/7/1998,88608,12,7384,C,66,after_transaction,632,1587904,808370,779534,0,0,3446,1800,0,0,134,10400,0,0,100,62,1582658,95,804924,777734,28834,M,52,48,2,0,0,0,125832,0.483,8512,102,3.81,2175
5586,2994,14/9/1996,48744,36,1354,C,77,monthly,134,159492,111192,48300,0,0,712,0,0,0,14,16700,0,0,0,248,158780,10,110480,48300,62891,F,35,35,1,1,0,0,148545,0.535,8909,113,4.78,3525
5589,3005,5/6/1998,390000,48,8125,C,42,after_transaction,510,475074,249137,225937,20649,0,1040,300,0,0,44,40579,6883,0,100,161,453085,33,248097,204988,23300,M,52,52,1,0,0,0,95907,0.591,8388,87,2.67,1663
5591,3021,4/12/1996,155616,48,3242,C,10,monthly,228,274536,149491,125045,0,0,1009,45,0,0,30,29415,0,0,15,167,273482,20,148482,125000,24447,F,40,40,1,0,0,0,92084,0.467,10124,141,0.52,4063
5593,3037,18/4/1996,277884,36,7719,D,44,monthly,693,1254283,632946,621337,81600,0,3430,225,0,0,117,15,0,0,15,0,1169028,69,629516,539512,11614,F,19,19,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
5595,3050,2/9/1994,82896,12,6908,A,60,monthly,482,1356519,702301,654218,106876,451,3857,165,0,0,126,42309,9716,41,15,300,1245170,78,698444,546726,64301,M,27,25.5,2,1,0,0,110643,0.519,8441,115,3.94,2065.5
5599,3064,21/3/1995,15420,12,1285,A,40,monthly,667,474476,253168,221308,24735,0,2172,255,0,0,151,6984,1455,0,15,101,447314,96,250996,196318,31867,F,34,34,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
5606,3084,28/8/1996,253512,36,7042,D,59,weekly,213,329998,171658,158340,19800,0,770,60,0,0,29,18930,10800,0,30,92,309368,19,170888,138480,13318,F,54,54,1,0,0,0,108871,0.621,8444,106,3.335,2450
5610,3112,24/2/1996,123216,48,2567,C,38,monthly,561,1553462,815520,737942,16148,0,4150,150,0,0,128,93087,1468,0,15,304,1533014,89,811370,721644,77581,F,22,21.5,2,0,0,1,85852,0.598,8965,104,7.615,2737.5
5611,3115,15/11/1996,321180,60,5353,C,14,monthly,233,516234,276709,239525,58892,0,1089,45,0,0,38,19738,14723,0,15,99,456208,24,275620,180588,37184,M,63,59,2,0,0,0,177686,0.748,10045,135,1.555,6449.5
5614,3137,21/9/1998,253560,60,4226,C,39,monthly,645,1116231,576471,539760,0,0,2895,240,0,0,108,30315,0,0,15,173,1113096,72,573576,539520,36719,F,48,48,1,0,0,0,119895,0.899,10446,90,8.35,4845
5616,3143,15/5/1998,130896,24,5454,C,38,monthly,574,415216,229430,185786,62636,0,2334,210,0,0,113,11789,4474,0,15,176,350036,67,227096,122940,43648,F,45,48,2,0,0,0,85852,0.598,8965,104,7.615,2737.5
5620,3161,16/6/1998,30012,12,2501,C,48,monthly,659,951826,523270,428556,0,0,3464,180,0,0,103,29815,0,0,15,231,948182,70,519806,428376,94720,M,46,46,1,0,0,0,78955,0.59,9060,124,2.07,1686
5624,3166,3/1/1995,177744,48,3703,D,71,monthly,511,639060,326643,312417,0,0,1812,210,22,2,95,18615,0,0,15,35,637016,64,324831,312185,14231,M,27,27,1,1,0,0,161227,0.697,8678,102,5.735,4787.5
5625,3189,15/12/1996,222180,60,3703,D,29,monthly,382,691806,375691,316115,0,0,2676,90,0,0,59,44615,0,0,15,347,689040,41,373015,316025,59579,M,60,60,1,0,0,0,45714,0.556,8843,113,3.2,853
5634,3229,1/5/1997,39024,12,3252,A,64,monthly,530,1403868,719641,684227,102420,0,3911,225,0,0,136,26369,6828,0,30,370,1297312,89,715730,581582,35437,M,63,63,1,1,0,0,197099,0.747,9624,145,1.955,4374.5
5635,3230,4/10/1996,77184,36,2144,C,1,monthly,573,1121222,571833,549389,0,0,3964,135,0,0,77,2515,0,0,15,103,1117123,52,567869,549254,22446,F,45,45,1,0,0,0,1204953,1,12541,167,0.315,92392
5638,3249,27/8/1997,68124,12,5677,A,74,monthly,320,447143,231786,215357,49182,0,1104,75,0,0,51,19812,8197,0,15,69,396782,31,230682,166100,16431,M,42,42,1,0,0,0,323870,1,10673,100,5.07,18564.5
5643,3273,21/9/1997,94512,12,7876,B,74,monthly,632,2239224,1131516,1107708,0,0,7292,240,0,0,134,58468,0,0,15,187,2231692,78,1124224,1107468,23811,M,47,47,1,0,0,0,323870,1,10673,100,5.07,18564.5
5644,3293,27/11/1998,276084,36,7669,C,1,monthly,476,1522520,790074,732446,35541,696,3970,165,0,0,142,51299,3231,58,15,229,1482148,93,786104,696044,57631,F,35,35,1,1,0,0,1204953,1,12541,167,0.315,92392
5651,3329,8/12/1997,19248,12,1604,A,3,monthly,422,552305,297869,254436,83241,0,1768,135,0,0,72,23864,9249,0,15,120,467161,41,296101,171060,43436,M,35,31.5,2,0,0,0,75232,0.417,8980,111,2.055,2818.5
5656,3353,9/2/1997,146064,24,6086,C,74,monthly,166,256878,150949,105929,0,414,803,15,0,0,22,28429,0,414,15,216,255646,15,150146,105500,45021,F,46,46,1,0,0,0,323870,1,10673,100,5.07,18564.5
5657,3354,5/7/1994,4980,12,415,A,63,monthly,242,180898,101699,79199,1467,6160,1031,60,0,0,46,21048,489,1540,15,113,172180,27,100668,71512,22500,F,47,47,1,0,0,0,86513,0.505,8288,110,4.11,1511
5665,3390,11/3/1998,40632,12,3386,C,12,weekly,444,612248,330591,281657,8500,1050,2382,300,0,0,118,25651,850,105,30,181,600016,74,328209,271807,48931,F,54,54,1,0,0,0,107870,0.58,8754,137,4.055,3836
5669,3403,27/6/1998,71820,36,1995,C,63,monthly,403,801015,421821,379194,0,0,2375,150,0,0,79,15700,0,0,15,137,798490,57,419446,379044,42630,M,35,35,1,0,0,0,86513,0.505,8288,110,4.11,1511
5674,3418,10/6/1997,207264,48,4318,C,42,after_transaction,281,845571,445877,399694,0,0,1606,500,0,0,58,81000,0,0,100,309,843465,46,444271,399194,46282,M,37,35.5,2,0,0,0,95907,0.591,8388,87,2.67,1663
5681,3448,20/10/1997,68664,24,2861,C,58,weekly,501,543626,290134,253492,0,0,2824,360,0,0,73,21062,0,0,30,151,540442,45,287310,253132,36642,F,19,17.5,2,0,0,0,109164,0.636,8757,96,3.625,2341.5
5682,3455,7/3/1997,67464,12,5622,A,34,monthly,359,822675,440991,381684,0,0,1837,105,0,0,57,28415,0,0,15,107,820733,39,439154,381579,59311,M,64,64,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
5683,3460,29/5/1998,140688,48,2931,C,16,monthly,416,955792,491326,464466,0,0,2585,165,0,0,85,16415,0,0,15,170,953042,62,488741,464301,26864,M,58,58.5,2,0,0,0,93931,0.569,8427,107,1.32,1893.5
5693,3489,1/8/1995,44088,24,1837,A,9,monthly,236,211776,128072,83704,10119,0,1049,45,0,0,32,8688,3373,0,15,180,200563,19,127023,73540,44383,F,48,48,1,0,0,0,81344,0.553,8899,149,3.635,2737
5698,3556,22/9/1998,174840,60,2914,C,58,monthly,389,502745,265225,237520,38160,0,1564,120,0,0,87,28515,4240,0,15,137,462901,58,263661,199240,27706,F,48,48,1,0,0,0,109164,0.636,8757,96,3.625,2341.5
5699,3562,24/5/1998,174960,24,7290,C,50,monthly,674,1708100,889667,818433,0,0,4502,285,0,0,143,71315,0,0,15,311,1703313,103,885165,818148,71243,F,22,22,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
5706,3608,24/5/1996,161496,36,4486,C,72,weekly,633,889778,459576,430202,59356,0,2456,570,0,0,130,11454,3124,0,30,132,827396,72,457120,370276,29372,M,28,28,1,0,0,0,226122,0.626,8994,110,4.295,9440
5713,3629,30/5/1995,158760,60,2646,C,48,monthly,672,772586,395881,376705,32198,148614,2364,255,0,0,166,21719,1894,8742,15,100,589155,94,393517,195638,19182,M,21,21,1,0,0,0,78955,0.59,9060,124,2.07,1686
5718,3637,1/9/1997,14028,12,1169,A,53,monthly,674,742216,396998,345218,87786,0,4274,270,0,0,156,15711,4877,0,15,225,649886,98,392724,257162,51800,F,54,54,1,0,0,0,107911,0.509,8240,99,3.03,1876.5
5719,3664,20/9/1997,271584,48,5658,C,1,monthly,510,1285788,689092,596696,0,0,3905,135,0,0,90,21515,0,0,15,301,1281748,65,685187,596561,92401,M,23,23,1,1,0,0,1204953,1,12541,167,0.315,92392
5723,3674,10/9/1994,23628,12,1969,A,38,monthly,547,1090731,577412,513319,114036,0,3057,195,0,0,110,108918,9503,0,15,319,973443,67,574355,399088,64096,M,45,45,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
5724,3678,5/2/1995,316140,60,5269,D,1,monthly,683,538226,275516,262710,104900,0,1690,270,0,0,139,15135,6000,0,15,67,431366,81,273826,157540,12826,M,31,31,1,0,0,0,1204953,1,12541,167,0.315,92392
5725,3679,23/7/1996,444864,48,9268,C,64,monthly,343,411726,226734,184992,23214,0,1341,90,0,0,64,27832,3869,0,15,177,387081,42,225393,161688,41744,M,35,34.5,2,0,0,0,197099,0.747,9624,145,1.955,4374.5
5731,3711,5/11/1997,460980,60,7683,D,3,monthly,181,331524,175344,156180,7000,0,933,30,0,0,26,53862,7000,0,15,167,323561,17,174411,149150,19164,F,35,35,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
5739,3747,2/1/1995,76380,12,6365,A,1,monthly,246,160723,91939,68784,9556,6000,773,60,0,0,45,14191,2389,1500,15,111,144334,25,91166,53168,23171,F,42,42,1,0,0,0,1204953,1,12541,167,0.315,92392
5740,3752,2/4/1995,18564,12,1547,A,1,monthly,128,111666,77466,34200,0,0,455,0,0,0,13,13400,0,0,0,167,111211,9,77011,34200,43266,F,36,36,1,0,0,0,1204953,1,12541,167,0.315,92392
5741,3754,3/11/1996,68544,24,2856,A,37,weekly,258,483201,253465,229736,11928,3652,1296,120,0,0,54,30171,3976,913,30,139,466205,35,252169,214036,23760,M,23,19,2,0,0,0,114006,0.623,9065,123,4.895,4156.5
5750,3804,8/2/1996,63252,12,5271,A,7,monthly,672,1551080,800391,750689,11574,0,4891,270,0,0,164,41516,643,0,15,109,1534345,106,795500,738845,49709,F,50,50,1,0,0,0,94725,0.634,9920,130,2.535,4567.5
5754,3834,28/9/1994,23052,12,1921,A,54,monthly,617,618741,323634,295107,46710,47835,1923,225,0,0,171,14375,3114,3189,15,101,522048,107,321711,200337,28532,F,59,56,2,0,0,0,387570,1,9897,140,1.78,18708.5
5758,3859,2/5/1997,307200,60,5120,D,53,monthly,374,853290,431666,421624,0,0,1908,120,0,0,68,4415,0,0,15,47,851262,48,429758,421504,10058,M,37,37,1,0,0,0,107911,0.509,8240,99,3.03,1876.5
5760,3862,18/9/1998,74916,36,2081,C,1,monthly,664,1969256,1006353,962903,59636,0,3991,240,0,0,169,32847,3508,0,15,188,1905389,116,1002362,903027,43455,M,57,57,1,0,0,0,1204953,1,12541,167,0.315,92392
5765,3875,10/2/1998,153936,24,6414,C,44,monthly,115,248875,174775,74100,0,0,506,0,0,0,11,36700,0,0,0,254,248369,8,174269,74100,100675,M,50,50,1,0,0,0,105606,0.53,8254,97,3.23,2245.5
5772,3906,8/3/1998,334620,60,5577,C,52,monthly,243,525606,287775,237831,0,0,2231,60,0,0,35,36393,0,0,15,317,523315,23,285544,237771,49944,F,38,41,2,0,0,0,139012,0.619,8363,108,2.995,2681.5
5773,3907,16/3/1998,133848,24,5577,C,37,monthly,697,1069520,539749,529771,0,0,3112,300,0,0,112,15715,0,0,15,107,1066108,70,536637,529471,9986,F,39,39,1,0,0,0,114006,0.623,9065,123,4.895,4156.5
5774,3916,12/7/1998,96984,36,2694,C,8,monthly,287,350633,182040,168593,65400,12850,658,75,0,0,55,20863,10900,2570,15,67,271650,30,181382,90268,13447,M,27,27,1,0,0,0,112065,0.694,11277,127,1.32,5083
5779,3942,14/10/1997,107352,36,2982,C,27,weekly,522,1009740,535434,474306,93996,0,2576,210,0,0,84,158258,13428,0,30,295,912958,53,532858,380100,61126,F,60,60,1,0,0,0,67298,0.438,8561,110,0.945,1078
5782,3953,4/1/1998,63576,12,5298,C,1,monthly,202,377293,210463,166830,0,0,2554,30,0,0,32,66215,0,0,15,450,374709,18,207909,166800,43635,F,39,39,1,0,0,0,1204953,1,12541,167,0.315,92392
5784,3967,29/3/1997,84600,36,2350,D,54,monthly,188,335431,176173,159258,0,0,705,45,0,0,32,2615,0,0,15,43,334681,24,175468,159213,16916,M,61,61,1,0,0,0,387570,1,9897,140,1.78,18708.5
5790,4033,20/3/1997,84288,48,1756,C,57,monthly,121,77982,57682,20300,0,0,279,0,0,0,12,17900,0,0,0,138,77703,9,57403,20300,37382,F,22,22,1,0,0,0,161954,0.48,8720,116,4.1,3690
